V1, V2, V3, V4, V5, V6, V7, V8, V9, V10, V11, V12, V13, V14, V15, V16, V17, V18, V19, V20, V21, V22, V23, V24, V25, V26, V27, V28, V29, V30, V31, V32, V33, V34, V35, V36, V37, V38, V39, V40, V41, V42, V43, V44, V45, V46, V47, V48, V49, V50, V51, V52, V53, V54, V55, V56, V57, V58, V59, V60, V61, V62, V63, V64, V65, V66, V67, V68, V69, V70, V71, V72, V73, V74, V75, V76, V77, V78, V79, V80, V81, V82, V83, V84, V85, V86, V87, V88, V89, V90, V91, V92, V93, V94, V95, V96, V97, V98, V99, V100, 
1.484069000,-0.030435593,-2.016142542,-3.608145898,-4.352179356,-4.311335864,-3.780886407,-3.059518305,-2.248492983,-1.294043712,-0.192934356,0.926976746,1.921694203,2.749818644,3.460590847,4.106303051,4.696763661,5.218717288,5.671529559,6.061667373,6.384443525,6.649838407,6.891372983,7.148313492,7.441523559,7.776158305,8.151162593,8.562772424,8.990767000,9.413420085,9.826785119,10.249035390,10.707199850,11.195474220,11.674220050,12.122752630,12.542449320,12.921443900,13.248121100,13.511229580,13.695787420,13.795509780,13.802465680,13.698754410,13.469307630,13.080933850,12.504097610,11.734199080,10.748301590,9.467215864,7.769126508,5.577304949,2.892159119,-0.200647051,-3.491828610,-6.702123034,-9.559399576,-11.846667860,-13.328754540,-13.707504000,-12.884395000,-11.285434310,-9.401770154,-7.614078692,-6.021025103,-4.498169282,-2.887294000,-1.107249103,0.813935692,2.758363538,4.570231564,6.102707308,7.258999846,8.024493333,8.458705667,8.653205923,8.700621103,8.667450000,8.565679692,8.368699795,8.058484205,7.614108615,7.037448000,6.345055077,5.542738308,4.621507513,3.595998667,2.527831231,1.532136000,0.745050513,0.268037385,0.120151487,0.231077487,0.481349769,0.762126795,1.022565333,1.269871769,1.491052179,1.540726308,1.099433000,1.234860269
-1.073101000,-1.906234576,-3.087004627,-4.387715186,-5.341384271,-5.475028746,-4.822486407,-3.792281729,-2.696178559,-1.650615424,-0.713803932,0.106744508,0.859417949,1.582345169,2.261713169,2.849905424,3.324631102,3.724394678,4.085637186,4.404071458,4.679631136,4.927966627,5.157831492,5.374555051,5.592787661,5.821255085,6.062195085,6.324202407,6.610915814,6.929938407,7.278936424,7.636927169,7.979017288,8.277315407,8.507080661,8.653034576,8.715160627,8.698173983,8.585337881,8.351023085,7.981419881,7.486795525,6.873644254,6.119266661,5.198182169,4.098962271,2.798336000,1.268960051,-0.478788373,-2.401229492,-4.466383085,-6.673528322,-9.021254017,-11.457578560,-13.830186730,-15.906306020,-17.515770970,-18.623314460,-19.227824050,-19.317467000,-18.898588000,-18.013190920,-16.704136260,-15.079237540,-13.294576900,-11.498809560,-9.782949769,-8.174061000,-6.655580103,-5.197808154,-3.791522385,-2.441678077,-1.153392769,0.040267333,1.070574231,1.876605154,2.437166128,2.769521205,2.921070154,2.953245692,2.912316769,2.808645385,2.631068154,2.374688974,2.041395077,1.635093641,1.186137333,0.771897846,0.497518590,0.448021821,0.621144846,0.880896897,1.009504231,0.854265462,0.445957795,-0.042525949,-0.423990846,-0.622959718,-0.765913923,-1.112167000,-1.283128538
2.953467000,0.468263000,-2.477066000,-4.907510000,-6.034158000,-5.734866000,-4.628191000,-3.490732000,-2.637434000,-1.866560000,-0.874981000,0.389063000,1.757190000,3.039048000,4.129447000,5.009586000,5.714891000,6.265498000,6.640780000,6.869222000,7.074366000,7.396934000,7.873245000,8.427243000,8.978255000,9.499458000,9.986318000,10.448309000,10.909113000,11.397326000,11.928460000,12.484310000,13.036476000,13.577813000,14.114141000,14.637044000,15.122530000,15.539603000,15.856205000,16.052071000,16.110212000,16.013493000,15.749556000,15.299608000,14.640876000,13.765949000,12.681410000,11.392023000,9.877094000,8.082447000,5.928683000,3.323302000,0.243564000,-3.124442000,-6.425648000,-9.397373000,-11.995029000,-14.198140000,-15.782604000,-16.431826000,-16.133533000,-15.304589030,-14.477874410,-13.785193850,-12.983395690,-11.797593770,-10.178619460,-8.299371333,-6.388763744,-4.599646308,-2.982075026,-1.513652256,-0.166962615,1.050182333,2.117751821,3.034447846,3.808498923,4.449294744,4.980418692,5.432181949,5.816200410,6.121535769,6.337274282,6.459387769,6.482565615,6.409451513,6.263841000,6.088533538,5.928169744,5.808525308,5.725875308,5.645994923,5.523274923,5.346893462,5.169872846,5.093745026,5.173282769,5.266082949,4.935507205,3.588414000,3.469526218
1.177894000,0.141779712,-1.861685542,-3.782951458,-4.514850644,-4.056281356,-3.064959831,-1.982801864,-0.917272068,0.164739627,1.262436915,2.306696831,3.246024390,4.079061966,4.824247322,5.467079458,5.954829559,6.285554441,6.525606237,6.738885644,6.976958593,7.275687508,7.643618000,8.066694847,8.502095475,8.920498186,9.345725831,9.821151831,10.361150800,10.936425580,11.504781150,12.051203360,12.579876900,13.079997640,13.524936850,13.901632780,14.212865310,14.461827170,14.647033610,14.753383710,14.751828020,14.630441120,14.388489050,14.023378250,13.527209510,12.895839140,12.127855880,11.199655490,10.057643660,8.609046237,6.738051288,4.352228542,1.425103763,-1.970292153,-5.643222051,-9.333554373,-12.775097290,-15.701438880,-17.701983420,-18.317301000,-17.518877000,-15.883954210,-13.880606150,-11.830271460,-9.866914256,-8.020630436,-6.317246231,-4.762293692,-3.306357692,-1.877837462,-0.419357949,1.099901154,2.670225769,4.218321667,5.625807974,6.808252769,7.755499000,8.496508564,9.079540769,9.512359462,9.698597538,9.558081154,9.115074359,8.457020359,7.684725846,6.850174051,5.923061667,4.859552846,3.686888385,2.524240974,1.525774231,0.802324641,0.386444282,0.244049077,0.303490795,0.501104231,0.815638615,1.201922846,1.482883718,1.368271000,1.701893551
6.959372000,3.767198915,-0.535495915,-4.017825102,-5.851620525,-6.438832475,-6.235898475,-5.574941119,-4.806349797,-4.153359119,-3.551402678,-2.849199288,-2.052953254,-1.264713508,-0.539589441,0.151381017,0.846061068,1.567944983,2.323049441,3.099905542,3.904134525,4.746752864,5.604188627,6.454033712,7.295251373,8.117501305,8.925236898,9.721078203,10.493290660,11.234318780,11.933638920,12.574375050,13.143632760,13.658632530,14.130877390,14.540341200,14.867002340,15.109567340,15.275219560,15.367710310,15.375714250,15.276818070,15.064486530,14.754151880,14.347103320,13.821467390,13.147814590,12.273541760,11.107723140,9.537056085,7.429848814,4.851699339,2.056139254,-0.728505593,-3.526363780,-6.457770051,-9.418003220,-12.036918590,-13.817041540,-14.216427000,-13.126801000,-11.340714740,-9.317600333,-7.394550077,-5.765689077,-4.480518205,-3.471204308,-2.601143077,-1.724717231,-0.731831000,0.360951000,1.492674487,2.590777769,3.594009333,4.468496154,5.213049000,5.834931667,6.344281821,6.766875308,7.117543154,7.396596846,7.593434846,7.696465000,7.704329872,7.616080692,7.465169385,7.316092667,7.227789154,7.227221103,7.301703308,7.410033000,7.509415154,7.568410385,7.580475615,7.601714282,7.720532641,7.967675923,8.227061000,8.180755718,7.317861000,7.424400897
10.234320000,7.954386102,4.968517458,2.316034746,0.838110169,0.690151356,1.449079322,2.602896271,3.863151695,5.123216441,6.320286271,7.403086610,8.360008983,9.213772542,9.988952203,10.696474240,11.334737290,11.891745420,12.352888310,12.715550510,12.996754920,13.225235080,13.425560680,13.608243560,13.772209490,13.916168640,14.048390340,14.186291190,14.347702540,14.542509830,14.771377120,15.026924750,15.297064920,15.568558810,15.828461020,16.066178470,16.275372030,16.452657800,16.592844070,16.684594410,16.709895760,16.647036780,16.474742030,16.175564070,15.739071530,15.164778470,14.459324920,13.623806610,12.637705420,11.451215930,9.989464407,8.161234068,5.866346102,3.015415593,-0.407341356,-4.234130169,-8.029510169,-11.153811860,-13.017259320,-13.388100000,-12.546820000,-11.142919500,-9.593912000,-8.092050500,-6.638764000,-5.151360000,-3.555111000,-1.823096500,0.021586000,1.919056500,3.791685000,5.565295500,7.186044000,8.625536500,9.873797000,10.928615000,11.790288000,12.462028000,12.950044000,13.262389000,13.409620000,13.398229500,13.252982000,12.992144000,12.643022000,12.242742500,11.824150000,11.395585000,10.936132000,10.417397000,9.838610000,9.249689000,8.747000000,8.445628500,8.442931000,8.785505000,9.440614000,10.265568000,10.982515000,11.199592500,10.535210000
0.557580000,-0.049570000,-0.481140000,-0.640800000,-0.437380000,0.188070000,1.217860000,2.546460000,4.020750000,5.499430000,6.890000000,8.151690000,9.279910000,10.288550000,11.195560000,12.012540000,12.741240000,13.377040000,13.915990000,14.360760000,14.722650000,15.018880000,15.266680000,15.478600000,15.662740000,15.826310000,15.976490000,16.116350000,16.240430000,16.335150000,16.383710000,16.371930000,16.292250000,16.145400000,15.939900000,15.689600000,15.409700000,15.113180000,14.807910000,14.493800000,14.160470000,13.787110000,13.345320000,12.802860000,12.126170000,11.280620000,10.229580000,8.931810000,7.336990000,5.382930000,3.003370000,0.153840000,-3.146840000,-6.779030000,-10.518430000,-14.079510000,-17.181380000,-19.590430000,-21.125500000,-21.655860000,-21.125040000,-19.591060000,-17.239830000,-14.339910000,-11.158910000,-7.899140000,-4.689520000,-1.618710000,1.232880000,3.789840000,6.001560000,7.859570000,9.394890000,10.656190000,11.683450000,12.491540000,13.068460000,13.382570000,13.392890000,13.062580000,12.377910000,11.366860000,10.104310000,8.698240000,7.266370000,5.916440000,4.733390000,3.770960000,3.049240000,2.557680000,2.262130000,2.115410000,2.068870000,2.081570000,2.122660000,2.163770000,2.165250000,2.071310000,1.828150000,1.418280000,0.881160000
1.763330000,0.164260000,-1.625300000,-3.112250000,-3.950680000,-4.085320000,-3.672740000,-2.908960000,-1.929790000,-0.820970000,0.342790000,1.491550000,2.572090000,3.551720000,4.415450000,5.163660000,5.807540000,6.360470000,6.831830000,7.226360000,7.546550000,7.796510000,7.986040000,8.131160000,8.249800000,8.356770000,8.461050000,8.565020000,8.666520000,8.763870000,8.860860000,8.967250000,9.094350000,9.249390000,9.431420000,9.630660000,9.831150000,10.013630000,10.157060000,10.238910000,10.234410000,10.116840000,9.860740000,9.446160000,8.860420000,8.096760000,7.149800000,6.007540000,4.638530000,2.974810000,0.896900000,-1.762810000,-5.178390000,-9.441590000,-14.447170000,-19.820660000,-24.973680000,-29.288880000,-32.307510000,-33.796170000,-33.711980000,-32.173670000,-29.474100000,-26.064040000,-22.450370000,-19.052770000,-16.110010000,-13.674420000,-11.665870000,-9.939370000,-8.341240000,-6.752240000,-5.120480000,-3.471150000,-1.883010000,-0.446320000,0.772360000,1.746640000,2.489460000,3.041340000,3.454270000,3.774600000,4.028470000,4.217300000,4.325690000,4.335400000,4.236610000,4.031090000,3.729640000,3.350510000,2.922200000,2.487590000,2.104030000,1.836050000,1.739710000,1.840200000,2.105490000,2.420050000,2.575190000,2.312120000,1.446050000
5.548580000,3.989766102,2.117500508,0.410678136,-0.768219661,-1.321414576,-1.370239661,-1.101510508,-0.650768305,-0.080512712,0.585939153,1.329147288,2.118027288,2.910979492,3.665720339,4.350278305,4.949128475,5.461988475,5.897181356,6.265726780,6.579811525,6.853281356,7.100519831,7.334270000,7.565057966,7.802410847,8.055210678,8.330478475,8.632810678,8.965263898,9.329248305,9.721750339,10.131937120,10.540663560,10.923562540,11.254856440,11.509293560,11.662798640,11.694310000,11.589335420,11.342150680,10.952934750,10.420824070,9.738572542,8.892312034,7.864416780,6.635307288,5.181191695,3.469261864,1.455350339,-0.910512542,-3.669342373,-6.833378475,-10.367786950,-14.175777970,-18.080022030,-21.797082880,-24.933006270,-27.055090510,-27.853200000,-27.271740000,-25.543151250,-23.186860000,-20.639273750,-18.122088000,-15.647698750,-13.125905000,-10.484911750,-7.742156000,-5.006610750,-2.432410000,-0.159783750,1.727395000,3.213944750,4.338738000,5.165721250,5.756874000,6.157597000,6.393803000,6.474606500,6.398210000,6.163331750,5.785696000,5.311107750,4.813268000,4.371958750,4.042521500,3.837236250,3.731057000,3.685280000,3.671420000,3.682184000,3.729140000,3.834647000,4.025257000,4.324832500,4.732033000,5.168631750,5.428178000,5.201499250,4.230910000
-5.747060000,-5.045247119,-4.081227966,-2.999350000,-1.904934746,-0.865336780,0.084410847,0.932382373,1.680396441,2.338087288,2.919526441,3.439466780,3.908525254,4.330025593,4.701534237,5.020466102,5.289524915,5.518361525,5.720594576,5.908114915,6.086052542,6.253018136,6.407656780,6.551803390,6.689953220,6.827948983,6.972466949,7.128941356,7.297673898,7.471350339,7.636654746,7.778985424,7.886690847,7.952204237,7.970276102,7.935186102,7.838781695,7.670644068,7.420046102,7.077150678,6.627508644,6.060759831,5.368553051,4.543650000,3.579825254,2.467548983,1.190634576,-0.274711864,-1.957861186,-3.886176102,-6.069654576,-8.481508136,-11.046024580,-13.643747290,-16.131170340,-18.361203560,-20.195685930,-21.515169320,-22.233612710,-22.315050000,-21.726260000,-20.459549250,-18.768196000,-16.861593500,-14.877515000,-12.848112500,-10.725206000,-8.448579750,-6.016330000,-3.519944500,-1.131505000,0.947468250,2.556215000,3.633668750,4.217289500,4.453756250,4.476314000,4.356782000,4.113624500,3.739175000,3.236025000,2.644583750,2.047257000,1.546098000,1.228760000,1.140557500,1.269562000,1.551054750,1.888852000,2.205697250,2.454800000,2.573535750,2.437912000,1.870019000,0.726890500,-0.972603750,-2.979955000,-4.878492250,-6.251539500,-6.854774250,-6.682470000
