2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
9.910094,10.251759,10.300333,9.88611,10.016283,11.497691,9.88868,9.482891,10.763474,11.280828,10.349649,10.947165,12.199593,10.352819,11.155529,12.273786,12.203717,12.958501,11.20898
9.41797,9.831561,10.002353,9.149178,9.632739,11.712853,9.620119,8.710003,10.347662,10.883979,10.57307,10.393896,11.889565,9.660676,10.368764,12.03164,11.875872,13.079906,10.740237
8.731546,9.074701,9.706237,8.13926,8.860577,11.596179,9.115773,7.824199,9.581118,10.30959,10.342783,9.261767,11.27719,8.595047,9.410694,11.677504,11.085057,12.533704,10.022485
7.799505,8.07749,9.484003,7.011671,7.588752,10.816869,8.19509,6.909225,8.400499,9.448527,9.285337,7.647371,10.24582,7.267488,8.246778,10.749363,9.622301,10.939157,8.812811
6.649417,7.100829,9.104636,5.96346,5.960739,9.1647,6.630352,5.913546,6.877354,8.082535,7.515198,5.906527,8.650489,5.88293,6.772242,8.847529,7.506686,8.398043,6.979666
5.404722,6.079899,8.102623,5.060588,4.341917,6.990709,4.642956,4.78587,5.231512,6.342443,5.579641,4.387977,6.660895,4.604404,5.116631,6.467991,5.19003,5.674895,4.988035
4.189684,4.913287,6.428831,4.237886,3.064176,4.933267,2.979327,3.644374,3.787005,4.777603,4.093779,3.254591,4.828318,3.485418,3.613428,4.51078,3.247511,3.649179,3.532626
3.11849,3.775674,4.530643,3.370488,2.209401,3.278998,2.017299,2.660259,2.762105,3.718287,3.289571,2.480431,3.472285,2.54069,2.489615,3.328863,1.96974,2.519832,2.757333
2.296292,2.805048,2.866541,2.42224,1.709172,2.003159,1.494618,1.953509,2.167385,3.052294,2.952838,1.984074,2.461667,1.854367,1.836205,2.737761,1.384206,1.933844,2.290207
1.821606,1.954574,1.753257,1.555499,1.546708,1.271516,1.136539,1.607294,1.953769,2.626286,2.836482,1.760993,1.698725,1.578142,1.735779,2.528241,1.471706,1.649809,1.902242
1.759173,1.246036,1.464461,1.07823,1.753085,1.324697,1.065719,1.654398,2.121405,2.526689,2.958818,1.85428,1.390078,1.826355,2.264005,2.683898,2.185449,1.804369,1.777882
2.080235,0.890855,2.028573,1.236766,2.282002,2.117842,1.516535,2.046353,2.650438,2.857204,3.433393,2.250264,1.746034,2.568123,3.38629,3.26266,3.32843,2.540227,2.138037
2.659458,1.019492,3.155289,2.032843,2.982948,3.327231,2.440597,2.6738,3.424901,3.507554,4.213058,2.85366,2.686268,3.601658,4.841045,4.232544,4.564471,3.661933,2.929729
3.362304,1.552232,4.410072,3.219112,3.681072,4.52475,3.551599,3.422233,4.255508,4.262991,5.104543,3.527742,3.844742,4.639609,6.176745,5.369099,5.562517,4.791464,3.890855
4.078708,2.320028,5.377671,4.43402,4.239616,5.377833,4.565581,4.178362,4.943871,4.953161,5.894357,4.133191,4.843583,5.437871,6.996713,6.346031,6.114204,5.628731,4.776012
4.662274,3.161811,5.823972,5.376177,4.584377,5.765054,5.27605,4.805352,5.359277,5.474882,6.423645,4.568851,5.50164,5.892974,7.172106,6.939499,6.198833,6.053577,5.429183
4.966757,3.924822,5.801553,5.918396,4.728854,5.766316,5.585508,5.193474,5.506755,5.803415,6.650956,4.810852,5.809202,6.066133,6.879166,7.119016,5.982392,6.078647,5.749617
4.993979,4.456597,5.573616,6.122463,4.799359,5.616185,5.588851,5.35709,5.530386,6.004385,6.67975,4.927177,5.89612,6.118277,6.497777,7.038494,5.722519,5.820878,5.775752
4.925511,4.669217,5.458851,6.162033,4.970582,5.595984,5.541539,5.431747,5.615745,6.202032,6.685286,5.040649,5.986688,6.202073,6.362959,6.950047,5.626048,5.514307,5.688364
4.977864,4.671436,5.647195,6.206268,5.339333,5.874958,5.655637,5.556325,5.868675,6.474734,6.798157,5.235051,6.23414,6.390362,6.559994,7.032917,5.748623,5.404366,5.652842
5.215487,4.71258,6.11202,6.356029,5.859342,6.410459,5.939899,5.780143,6.270779,6.795638,7.045845,5.481404,6.625272,6.673565,6.948412,7.302568,6.00024,5.532017,5.737378
5.554798,4.93637,6.647998,6.637271,6.382915,7.000518,6.256714,6.067554,6.71985,7.046426,7.367081,5.729953,7.037803,6.993446,7.337752,7.665122,6.239242,5.806039,5.935914
5.879127,5.297724,7.020103,7.012986,6.755098,7.41995,6.492764,6.352774,7.101844,7.151791,7.673431,5.978338,7.353999,7.286728,7.622293,7.979297,6.376864,6.156461,6.194574
6.109056,5.678571,7.155258,7.409167,6.908126,7.605884,6.606656,6.585435,7.352235,7.130904,7.913142,6.202816,7.512025,7.521399,7.793416,8.114511,6.425418,6.508092,6.435692
6.245509,5.994122,7.164977,7.754147,6.903239,7.661087,6.637482,6.757114,7.484249,7.025616,8.095742,6.389348,7.496492,7.70203,7.90849,8.049926,6.467448,6.784766,6.624048
6.355271,6.222639,7.17439,8.013629,6.872669,7.713496,6.61839,6.896361,7.534511,6.944993,8.272358,6.550786,7.378908,7.851745,8.017467,7.917054,6.5801,6.96571,6.764965
6.496979,6.389934,7.220697,8.203986,6.910151,7.788833,6.568121,7.039098,7.526727,6.986828,8.481948,6.694062,7.238399,7.995724,8.171276,7.855264,6.779921,7.060202,6.84822
6.663111,6.515935,7.367619,8.366597,7.015999,7.845936,6.529326,7.205142,7.480338,7.139404,8.72158,6.816548,7.122097,8.152403,8.380732,7.866383,7.019217,7.089333,6.874198
6.809656,6.616868,7.615211,8.522415,7.138799,7.883179,6.538479,7.395607,7.419899,7.34454,8.960224,6.908419,7.075603,8.329104,8.548236,7.904722,7.222927,7.12181,6.902039
6.915919,6.71975,7.88155,8.651577,7.238911,7.898973,6.638892,7.603836,7.382499,7.544888,9.15991,6.928438,7.077344,8.524216,8.582042,7.941791,7.342587,7.197019,6.974605
6.989188,6.824944,8.135733,8.720916,7.315922,7.892834,6.874251,7.816265,7.392311,7.707752,9.283387,6.848534,7.079874,8.720399,8.491081,7.965622,7.38914,7.290287,7.086398
7.031058,6.91937,8.359365,8.718724,7.398871,7.909217,7.215428,8.002074,7.447485,7.839529,9.296593,6.737995,7.10759,8.881726,8.348877,8.010056,7.415967,7.395499,7.207609
7.051856,7.018407,8.538066,8.658435,7.512395,7.965275,7.58581,8.124038,7.545381,7.989525,9.18281,6.679564,7.202547,8.976271,8.236746,8.096215,7.477775,7.515742,7.320673
7.079548,7.148624,8.72137,8.563175,7.660109,8.005039,7.923099,8.179856,7.690684,8.189829,8.975547,6.689923,7.328306,8.997458,8.205472,8.181126,7.605531,7.619382,7.439853
7.126019,7.301173,8.962001,8.444703,7.835924,8.027987,8.200989,8.216305,7.885406,8.41421,8.769055,6.791693,7.471037,8.957951,8.257199,8.233694,7.794362,7.680346,7.575377
7.193854,7.454866,9.222886,8.304559,8.023464,8.134151,8.423082,8.289227,8.116676,8.656082,8.676502,6.98992,7.696824,8.882363,8.391478,8.280274,8.019646,7.706505,7.735646
7.304304,7.624144,9.451628,8.162737,8.204882,8.398159,8.595451,8.420266,8.359704,8.948458,8.759085,7.233104,8.037431,8.80547,8.606809,8.37277,8.258359,7.721844,7.92444
7.461395,7.856269,9.658214,8.073244,8.37975,8.795407,8.719468,8.603891,8.59238,9.296071,8.992881,7.481464,8.434331,8.758118,8.884962,8.535733,8.492647,7.765847,8.152914
7.647154,8.144511,9.880192,8.10357,8.567027,9.228,8.798946,8.828267,8.806058,9.645971,9.306856,7.741396,8.829456,8.760169,9.164683,8.776522,8.706838,7.866528,8.441682
7.867496,8.446854,10.134377,8.282121,8.771804,9.603,8.842686,9.08387,8.994596,9.930962,9.647049,8.019329,9.199692,8.82996,9.377063,9.078267,8.886313,8.02715,8.788977
8.102358,8.735927,10.394106,8.579795,8.970335,9.865696,8.867307,9.362442,9.156721,10.127742,9.99184,8.302545,9.534569,8.976954,9.511097,9.374372,9.025496,8.223827,9.152696
8.329863,8.990581,10.63697,8.954483,9.142437,10.012671,8.886276,9.6583,9.305811,10.258234,10.319928,8.576832,9.830459,9.18824,9.608414,9.589754,9.1301,8.452252,9.509169
8.578118,9.200297,10.884232,9.391088,9.297309,10.114727,8.918755,9.966966,9.460623,10.362627,10.610354,8.858126,10.098028,9.437233,9.715937,9.709384,9.223364,8.742688,9.881647
8.877203,9.375405,11.126318,9.889666,9.457533,10.240787,8.994813,10.288878,9.638467,10.482924,10.873322,9.182906,10.351269,9.699397,9.859591,9.789557,9.338623,9.102946,10.289866
9.247634,9.552659,11.340336,10.428845,9.64308,10.407606,9.111132,10.629366,9.850416,10.664774,11.135203,9.592505,10.603247,9.958553,10.040441,9.89677,9.499969,9.506644,10.672668
9.717061,9.762947,11.560303,10.966816,9.867547,10.614656,9.241074,10.986164,10.091385,10.925485,11.411907,10.106994,10.862818,10.214801,10.254093,10.077867,9.716089,9.961176,10.958112
10.261501,10.020446,11.822367,11.466259,10.139356,10.854354,9.398897,11.338008,10.340875,11.249087,11.713001,10.647657,11.119458,10.487312,10.498448,10.337355,9.982603,10.458714,11.148982
10.791471,10.345279,12.127007,11.904119,10.46147,11.098327,9.631554,11.6598,10.581796,11.581567,12.042428,11.063452,11.342769,10.793618,10.758406,10.62466,10.280563,10.930431,11.255591
11.24639,10.770363,12.467671,12.264888,10.820923,11.312407,9.912682,11.935556,10.813675,11.841591,12.393849,11.271409,11.509642,11.125268,11.032653,10.881043,10.580626,11.327312,11.344543
11.61062,11.252764,12.822438,12.54073,11.174706,11.531541,10.191053,12.152136,11.04243,11.975588,12.746534,11.313573,11.65113,11.453815,11.329253,11.080038,10.86107,11.648987,11.509832
11.872495,11.616542,13.148864,12.757271,11.469976,11.889229,10.460255,12.314259,11.291132,12.017772,13.091609,11.356538,11.867926,11.777132,11.644342,11.252132,11.123806,11.875937,11.810905
12.057122,11.769708,13.415143,12.993279,11.708254,12.45371,10.733261,12.482202,11.6181,12.086355,13.469969,11.600368,12.25291,12.161551,11.977947,11.520092,11.409148,12.054486,12.304943
12.234384,11.89895,13.6969,13.35026,11.987246,13.101461,11.065997,12.782425,12.09794,12.32696,13.972247,12.189482,12.801186,12.731772,12.391881,12.026261,11.792633,12.347285,13.09495
12.503257,12.21425,14.204896,13.906978,12.446408,13.81703,11.580203,13.355375,12.774896,12.794937,14.690817,13.219772,13.48951,13.613206,13.007924,12.819312,12.355783,12.912327,14.298296
12.986073,12.804813,15.033526,14.717308,13.164659,14.741633,12.391303,14.277581,13.667208,13.473743,15.657636,14.686078,14.412058,14.857518,13.876262,13.90234,13.152839,13.829082,15.972694
13.812124,13.717399,16.12262,15.807801,14.088697,15.879369,13.514306,15.503414,14.781739,14.366199,16.820059,16.434244,15.657524,16.390841,14.973716,15.233119,14.182299,15.129615,17.962027
15.026711,14.978661,17.377024,17.127512,15.047021,17.065468,14.845688,16.86095,16.074818,15.479999,18.040768,18.182917,17.075809,18.007105,16.224014,16.685801,15.36095,16.834738,19.816017
16.489504,16.497355,18.624958,18.520546,15.804919,18.047571,16.174465,18.089729,17.352133,16.700497,19.089472,19.527845,18.276941,19.420506,17.468231,18.046215,16.501387,18.787716,20.896641
17.957424,17.998816,19.584562,19.780849,16.115545,18.532398,17.187296,18.887499,18.227001,17.754469,19.676533,20.039181,18.796387,20.335209,18.469637,18.969419,17.319157,20.530506,20.658831
19.158756,19.145922,19.967669,20.670013,15.771772,18.193419,17.566881,18.983839,18.301729,18.339243,19.554094,19.394299,18.324673,20.501226,18.911203,19.107706,17.519163,21.472301,19.018869
19.728041,19.639946,19.496971,20.890455,14.688917,16.884317,17.074459,18.238039,17.371231,18.19714,18.613836,17.551832,16.87289,19.764111,18.465561,18.245628,16.919352,21.190456,16.410051
19.240715,19.224522,17.990999,20.166428,13.021245,14.839037,15.59864,16.73011,15.545437,17.160847,16.912752,14.885434,14.730258,18.147543,17.017406,16.408665,15.535309,19.628721,13.452377
17.528107,17.76004,15.611433,18.448877,11.19646,12.611158,13.353518,14.785028,13.328658,15.315768,14.746491,12.070028,12.39466,15.912375,14.838137,13.960089,13.671731,17.128517,10.713752
14.923577,15.447744,12.879086,16.094643,9.673454,10.772883,10.94481,12.876215,11.400273,13.082781,12.619815,9.729688,10.412684,13.506352,12.507684,11.467246,11.856987,14.285209,8.631929
12.179066,12.86239,10.456814,13.736331,8.664348,9.618999,8.996956,11.419837,10.192848,11.063875,11.016332,8.149244,9.132977,11.408132,10.596606,9.461431,10.548976,11.671572,7.399908
10.047421,10.658144,8.805387,11.910641,8.127999,9.150698,7.802069,10.597974,9.710892,9.704587,10.17417,7.275387,8.576836,9.938053,9.4083,8.232147,9.888953,9.667062,6.985008
8.865415,9.218808,7.972218,10.809343,7.89236,9.087301,7.297503,10.331327,9.682229,9.061883,10.026392,6.887639,8.490676,9.154526,8.929531,7.725604,9.739323,8.432251,7.172004
8.543543,8.524389,7.685539,10.306428,7.750823,9.027653,7.192997,10.368404,9.778619,8.893747,10.274433,6.696124,8.53343,8.901208,8.888049,7.638592,9.846676,7.908895,7.603935
8.755901,8.29525,7.628167,10.113915,7.541935,8.78273,7.175824,10.421126,9.745571,8.888336,10.566557,6.487891,8.457848,8.940681,8.924744,7.628918,9.963886,7.839624,7.917603
9.074903,8.233547,7.58246,9.950998,7.218591,8.387678,7.090359,10.284966,9.473007,8.815763,10.678481,6.22905,8.18261,9.057775,8.825614,7.491767,9.929005,7.911077,7.931789
9.167909,8.141394,7.451632,9.686409,6.852153,7.929317,6.978702,9.898235,9.00832,8.593222,10.569811,6.033366,7.767467,9.108158,8.585414,7.213968,9.695078,7.924588,7.729614
8.93798,7.901084,7.248856,9.352907,6.572608,7.495464,6.922253,9.335591,8.507504,8.268542,10.322371,6.031715,7.323053,9.042512,8.301191,6.895192,9.297416,7.842197,7.505515
8.525653,7.487117,7.034795,9.046375,6.507032,7.15168,6.893802,8.743938,8.16897,7.948611,10.059834,6.217539,6.970982,8.894633,8.072213,6.647975,8.810527,7.69558,7.394459
8.156777,7.038306,6.893072,8.842839,6.695819,6.972373,6.821836,8.25468,8.123329,7.699912,9.88819,6.478596,6.802025,8.747076,7.994014,6.578036,8.328664,7.539753,7.418297
7.980131,6.743784,6.912076,8.781849,7.039611,7.009433,6.708851,7.93616,8.324583,7.544242,9.856169,6.743207,6.855441,8.682539,8.119777,6.730378,7.937733,7.450833,7.504554
7.991218,6.671103,7.129108,8.856292,7.391038,7.232567,6.677289,7.792512,8.607804,7.525245,9.941892,6.975332,7.117568,8.734611,8.399887,7.064467,7.706041,7.481699,7.619058
8.103348,6.766745,7.520066,8.990845,7.688262,7.560783,6.851994,7.795398,8.851578,7.689892,10.078789,7.191486,7.490712,8.882905,8.734528,7.486824,7.664519,7.603953,7.840055
8.269243,6.992214,8.004132,9.081276,7.958213,7.902078,7.166466,7.914558,9.049322,8.011546,10.201614,7.472874,7.836194,9.08792,9.092796,7.886923,7.798789,7.742972,8.237364
8.446643,7.355824,8.459709,9.080815,8.229092,8.167488,7.604763,8.124623,9.229964,8.385593,10.281797,7.894337,8.092084,9.303966,9.476221,8.184123,8.061029,7.868041,8.779795
8.578212,7.833047,8.753157,9.031528,8.521308,8.313758,8.243471,8.403794,9.411256,8.683322,10.322826,8.487259,8.27641,9.495397,9.8608,8.358501,8.385258,8.014468,9.302305
8.693135,8.381773,8.832881,9.009212,8.886109,8.388022,8.961189,8.724062,9.613203,8.812293,10.333285,9.165142,8.439226,9.641465,10.192122,8.447977,8.703383,8.250172,9.604971
8.833112,8.976536,8.749886,9.028173,9.30197,8.449729,9.491063,9.045754,9.821494,8.764485,10.315824,9.751747,8.672232,9.73417,10.401643,8.541791,8.966328,8.594139,9.651514
8.967237,9.573662,8.644769,9.03124,9.567183,8.496131,9.656275,9.322652,9.986001,8.631983,10.269572,10.131444,9.029287,9.775545,10.458043,8.72606,9.161644,9.040474,9.469862
9.030455,10.058563,8.646459,8.96173,9.591568,8.46187,9.399211,9.516648,10.044768,8.529403,10.190503,10.223819,9.414305,9.766396,10.335698,8.994522,9.287387,9.523276,9.059694
9.019227,10.364602,8.729732,8.810153,9.404671,8.333555,8.82135,9.60453,9.912548,8.502142,10.075812,9.945021,9.691008,9.699816,10.00317,9.1955,9.331867,9.870158,8.579159
8.941531,10.41792,8.764284,8.605716,8.958661,8.148951,8.273129,9.590732,9.51364,8.536759,9.940168,9.372134,9.804621,9.586616,9.454697,9.121287,9.292882,9.863358,8.313827
8.786809,10.045052,8.588539,8.407878,8.368336,7.877709,7.991861,9.518994,8.929897,8.592276,9.827188,8.921565,9.708148,9.468951,8.807221,8.806207,9.209655,9.493125,8.285084
8.591612,9.195327,8.243378,8.327785,8.080691,7.573536,7.964363,9.46944,8.454683,8.59176,9.810159,8.957008,9.421598,9.41154,8.335964,8.447843,9.160353,9.031491,8.264871
8.452981,8.234256,7.959921,8.493821,8.428664,7.503776,8.134416,9.521214,8.398061,8.506929,9.973585,9.431833,9.159193,9.468877,8.33391,8.285299,9.245032,8.812684,8.284205
8.499038,7.796422,8.071968,8.981979,9.318872,7.922974,8.477428,9.719018,8.815633,8.491869,10.368939,10.056027,9.183479,9.66684,8.906388,8.529433,9.565132,9.005518,8.656543
8.821969,8.117852,8.775805,9.764232,10.377459,8.77877,8.959749,10.059912,9.507391,8.775331,10.949588,10.640279,9.55859,10.022947,9.897184,9.187913,10.178643,9.50947,9.492735
9.400375,8.809267,9.87789,10.687619,11.307028,9.76076,9.521035,10.496982,10.211229,9.421638,11.563613,11.179445,10.102879,10.527448,11.04882,10.032869,11.039007,10.145817,10.622241
10.137257,9.491271,10.96979,11.510612,11.945441,10.589552,10.104258,10.94832,10.780665,10.242875,12.032373,11.63139,10.586673,11.10861,12.158613,10.852525,11.982372,10.875186,11.810259
