2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
-6.213367,-5.103865,-3.871686,-5.722377,-6.033494,-6.534891,-4.906443,-5.425402,-4.606164,-6.680315,-5.755311,-7.432817,-5.748292,-6.226994,-4.9922,-5.039737,-5.432558,-6.271811,-5.879586,-3.929195,-4.923532,-5.195989,-5.372906
-5.949136,-5.123819,-3.769448,-5.637186,-5.037192,-6.071267,-4.583344,-5.292749,-4.619638,-6.81167,-5.411554,-6.930312,-5.976512,-6.061296,-5.214564,-4.429082,-4.780392,-6.152577,-4.586576,-4.223712,-4.913854,-4.664678,-5.359928
-5.900838,-5.230469,-4.155757,-5.502168,-4.404555,-5.769003,-4.375668,-5.382786,-4.824779,-6.990967,-5.342986,-6.535551,-6.11096,-5.923647,-5.638336,-4.206439,-4.215201,-6.113705,-3.42292,-4.411852,-4.950927,-4.552477,-5.804775
-6.003541,-5.399851,-4.717017,-5.226584,-4.4046,-5.754832,-4.452463,-5.552372,-5.059276,-6.922831,-5.497263,-6.127764,-6.057703,-5.677238,-5.998208,-4.355188,-3.807902,-6.050781,-2.634535,-4.221345,-4.812277,-4.643325,-6.12538
-5.856825,-5.34057,-4.869396,-4.70654,-4.984918,-5.845817,-4.60913,-5.351731,-5.081691,-6.342379,-5.408246,-5.646975,-5.685812,-5.184753,-5.766716,-4.483052,-3.557143,-5.798074,-2.127133,-3.625678,-4.3285,-4.405914,-5.393253
-5.313278,-4.85338,-4.460668,-3.909983,-5.73862,-5.656294,-4.52879,-4.476282,-4.690462,-5.292875,-4.750765,-5.084836,-4.889394,-4.478047,-4.796212,-4.174608,-3.378989,-5.263216,-1.697528,-2.805687,-3.484603,-3.727435,-3.727141
-4.622543,-3.923857,-3.732963,-2.772583,-6.186203,-4.915751,-4.054964,-2.980335,-3.824541,-3.994609,-3.605997,-4.332514,-3.655571,-3.68486,-3.377083,-3.266543,-3.113797,-4.500211,-1.289522,-1.878283,-2.326606,-2.953372,-2.192072
-3.909784,-2.561131,-2.786213,-1.237833,-6.041733,-3.596271,-3.07743,-1.188818,-2.56721,-2.549815,-2.1814,-3.232284,-2.085896,-2.777655,-1.796747,-1.869903,-2.566649,-3.583677,-0.854886,-0.794582,-0.878182,-2.2857,-1.363637
-2.975604,-0.818447,-1.548515,0.485701,-5.270779,-1.829649,-1.566607,0.472665,-1.123629,-1.005922,-0.750015,-1.791351,-0.402324,-1.627954,-0.210359,-0.248335,-1.642572,-2.498177,-0.304035,0.511703,0.738397,-1.562162,-0.720334
-1.748263,1.007774,-0.177527,1.957586,-4.051991,0.081407,0.207134,1.667246,0.24624,0.416187,0.338217,-0.323856,1.092367,-0.307448,1.161634,1.270583,-0.481098,-1.244175,0.305272,1.915493,2.181306,-0.574954,0.208044
-0.549989,2.382442,0.900938,2.810495,-2.722212,1.684216,1.766057,2.242999,1.323191,1.37828,0.87665,0.745239,2.112549,0.85716,2.094691,2.385393,0.612036,-0.008403,0.787995,3.088048,3.053249,0.480617,1.20629
0.283253,2.969414,1.411223,2.996035,-1.621929,2.639171,2.781464,2.257121,1.985387,1.6846,0.941111,1.166308,2.507357,1.539803,2.572578,2.93925,1.38582,0.917149,1.094159,3.721279,3.190911,1.21407,1.914507
0.68417,2.77905,1.409791,2.704837,-0.911971,2.892259,3.207951,1.929983,2.221575,1.40693,0.76695,0.99578,2.326322,1.668314,2.7211,2.977677,1.751355,1.357453,1.355354,3.756952,2.751165,1.453723,2.193877
0.805918,2.112835,1.177146,2.196116,-0.543797,2.594145,3.145548,1.523813,2.128166,0.819632,0.527195,0.529209,1.779261,1.419935,2.657641,2.691387,1.773292,1.352369,1.663917,3.394744,2.058033,1.278591,2.104898
