0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-6.599286000,0.200615000,0.750836000,-1.869154000,-0.970423000,-1.704540000,0.262325000,-2.976537000,-2.007052000,0.865551000,1.895308000,1.691339000,1.010370000,2.281366000,1.841688000,2.333217000,1.776835000,1.003029000,0.473926000,0.542841000,0.687568000,0.091154000,2.013324000,2.514341000
-7.899330000,-1.905732000,-1.359500000,-3.610067000,-2.777432000,-3.775725000,-1.367905000,-4.763808000,-3.934033000,-1.164250000,0.100765000,0.402264000,-0.328278000,0.577423000,0.215742000,0.812798000,0.206237000,-0.984764000,-1.643377000,-1.605911000,-1.358491000,-2.086687000,0.245603000,0.888494000
-8.924765000,-3.928075000,-3.544717000,-5.227345000,-4.569659000,-5.709938000,-3.047044000,-6.366397000,-5.721265000,-3.244623000,-1.935980000,-1.423561000,-2.152145000,-1.479148000,-1.673258000,-1.008496000,-1.643823000,-3.073300000,-3.807414000,-3.732225000,-3.476122000,-4.182670000,-1.775632000,-1.182937000
-9.524583000,-5.770328000,-5.567005000,-6.699727000,-6.218049000,-7.400256000,-4.678695000,-7.758713000,-7.323748000,-5.203786000,-3.993575000,-3.443227000,-4.149126000,-3.566766000,-3.539676000,-2.853857000,-3.508867000,-5.039196000,-5.810485000,-5.676035000,-5.431517000,-6.081521000,-3.744720000,-3.347504000
-9.591307000,-7.430344000,-7.342678000,-8.033851000,-7.694013000,-8.764789000,-6.206094000,-8.884161000,-8.681463000,-6.983483000,-5.936059000,-5.344396000,-6.042184000,-5.503118000,-5.251761000,-4.566978000,-5.234303000,-6.823728000,-7.595672000,-7.457393000,-7.203744000,-7.832890000,-5.527431000,-5.368590000
-9.115539000,-8.851639000,-8.821368000,-9.139926000,-8.951900000,-9.708461000,-7.558903000,-9.641981000,-9.687889000,-8.552805000,-7.691724000,-6.971580000,-7.673903000,-7.279850000,-6.834064000,-6.136165000,-6.786654000,-8.412329000,-9.104070000,-9.044468000,-8.810376000,-9.413042000,-7.171362000,-7.233983000
-8.185228000,-9.882076000,-9.883433000,-9.831095000,-9.854747000,-10.140017000,-8.626074000,-9.938428000,-10.239730000,-9.817031000,-9.163117000,-8.267263000,-8.946843000,-8.881354000,-8.290381000,-7.576205000,-8.145415000,-9.692408000,-10.173778000,-10.248270000,-10.139207000,-10.616897000,-8.708287000,-8.957821000
-6.956268000,-10.362772000,-10.373967000,-9.943431000,-10.237349000,-10.022226000,-9.277772000,-9.743168000,-10.298895000,-10.620676000,-10.197664000,-9.179282000,-9.765224000,-10.174229000,-9.506315000,-8.821085000,-9.220830000,-10.471886000,-10.613873000,-10.846971000,-10.986554000,-11.185680000,-10.027253000,-10.411391000
-5.607486000,-10.229589000,-10.212146000,-9.452130000,-10.026894000,-9.409139000,-9.419645000,-9.111678000,-9.910999000,-10.833788000,-10.655121000,-9.649074000,-10.055616000,-10.980190000,-10.314763000,-9.733950000,-9.879721000,-10.612168000,-10.350386000,-10.744942000,-11.197786000,-10.991711000,-10.934870000,-11.384752000
-4.287853000,-9.546655000,-9.464577000,-8.489521000,-9.301370000,-8.438187000,-9.039494000,-8.166016000,-9.184156000,-10.439598000,-10.496316000,-9.650519000,-9.818535000,-11.184795000,-10.597044000,-10.193483000,-10.028896000,-10.130393000,-9.499821000,-10.030283000,-10.764166000,-10.116604000,-11.274363000,-11.728411000
-3.080357000,-8.479321000,-8.330929000,-7.266096000,-8.245252000,-7.285176000,-8.217301000,-7.049473000,-8.254504000,-9.558068000,-9.817660000,-9.221757000,-9.146152000,-10.787019000,-10.333151000,-10.166314000,-9.671321000,-9.199899000,-8.314422000,-8.930216000,-9.839527000,-8.797584000,-10.998078000,-11.421951000
-2.002210000,-7.236884000,-7.053396000,-5.969708000,-7.057060000,-6.110266000,-7.099499000,-5.884206000,-7.250686000,-8.394943000,-8.813334000,-8.466285000,-8.189450000,-9.911179000,-9.615610000,-9.720703000,-8.904886000,-8.063210000,-7.050797000,-7.699430000,-8.667639000,-7.298137000,-10.195535000,-10.583773000
-1.032242000,-6.002331000,-5.817408000,-4.715067000,-5.879394000,-5.023616000,-5.853418000,-4.751907000,-6.265298000,-7.155221000,-7.695546000,-7.520598000,-7.100942000,-8.769094000,-8.622741000,-8.993757000,-7.884511000,-6.925338000,-5.869211000,-6.514674000,-7.461961000,-5.808290000,-9.070024000,-9.432776000
-0.145763000,-4.882124000,-4.709668000,-3.553310000,-4.786507000,-4.081375000,-4.626411000,-3.694736000,-5.345472000,-5.978589000,-6.621565000,-6.505866000,-5.992255000,-7.569217000,-7.544306000,-8.137694000,-6.774875000,-5.897324000,-4.825271000,-5.444374000,-6.334318000,-4.427150000,-7.850551000,-8.196867000
0.669086000,-3.906309000,-3.743211000,-2.503154000,-3.804965000,-3.296452000,-3.519843000,-2.725462000,-4.503005000,-4.926162000,-5.665653000,-5.500702000,-4.927333000,-6.443210000,-6.507972000,-7.272742000,-5.706723000,-5.006951000,-3.917221000,-4.487731000,-5.311443000,-3.194480000,-6.696112000,-7.030332000
1.415360000,-3.064862000,-2.900099000,-1.570086000,-2.935197000,-2.654821000,-2.583429000,-1.838413000,-3.731314000,-4.004467000,-4.835730000,-4.546907000,-3.934308000,-5.444577000,-5.563216000,-6.466297000,-4.750796000,-4.237547000,-3.130852000,-3.626544000,-4.385544000,-2.120097000,-5.669226000,-5.996325000
