2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
-5.315791000,-2.191969000,-5.423322000,-4.611495000,-6.677558000,-1.983257000,-8.943732000,-5.991114000,-1.625452000,-7.100467000,-1.443793000,-2.228107000,-4.208136000,-6.953534000,-4.905403000,-1.210781000,-7.048611000,-3.347213000,-2.497948000,-1.246294000,-5.414397000,-1.414226000,-2.161011000,-1.439041000
-5.993363000,-2.439689000,-5.700192000,-5.507304000,-6.883644000,-2.938078000,-8.692586000,-7.130963000,-2.868599000,-7.046135000,-1.585329000,-2.672347000,-4.694314000,-6.629987000,-4.463041000,-1.067834000,-6.120759000,-3.385615000,-2.758083000,-1.902270000,-5.703242000,-0.934076000,-1.189935000,-0.370878000
-6.763059000,-3.254836000,-6.244034000,-6.681864000,-6.971360000,-4.498686000,-8.449685000,-8.014451000,-4.008550000,-7.293992000,-2.499947000,-3.779357000,-5.527378000,-6.815022000,-4.332019000,-1.622151000,-5.951768000,-3.834179000,-3.115748000,-2.756539000,-6.081470000,-1.243195000,-1.083619000,-0.264449000
-7.625184000,-4.348692000,-6.908566000,-7.951160000,-6.910182000,-6.287796000,-8.113869000,-8.636442000,-4.968198000,-7.657049000,-3.867239000,-5.256371000,-6.394869000,-7.212355000,-4.335087000,-2.519878000,-6.280093000,-4.479010000,-3.517966000,-3.576540000,-6.364314000,-2.195189000,-1.700280000,-0.966940000
-8.523108000,-5.554772000,-7.702503000,-9.169291000,-6.760382000,-7.998919000,-7.724769000,-9.118241000,-5.768318000,-8.061707000,-5.416184000,-6.863022000,-7.084663000,-7.566613000,-4.358267000,-3.425047000,-6.787043000,-5.238018000,-4.070954000,-4.373356000,-6.628517000,-3.587472000,-2.798126000,-2.232552000
-9.415688000,-6.812411000,-8.688120000,-10.221643000,-6.598785000,-9.419803000,-7.451981000,-9.592793000,-6.435696000,-8.557655000,-6.966312000,-8.443088000,-7.526776000,-7.825840000,-4.443078000,-4.174715000,-7.293963000,-6.111728000,-4.902919000,-5.278435000,-7.072138000,-5.210484000,-4.140383000,-3.830608000
-10.293253000,-8.059367000,-9.829042000,-11.020738000,-6.450083000,-10.402620000,-7.488328000,-10.122412000,-6.940112000,-9.223830000,-8.385012000,-9.874410000,-7.741776000,-8.105946000,-4.733171000,-4.806421000,-7.808467000,-7.063628000,-6.008277000,-6.320811000,-7.773395000,-6.855724000,-5.523851000,-5.559143000
-11.129880000,-9.170395000,-10.928020000,-11.523303000,-6.278144000,-10.851216000,-7.918506000,-10.689715000,-7.210464000,-10.056083000,-9.534998000,-11.032241000,-7.772023000,-8.528601000,-5.344272000,-5.446025000,-8.423563000,-7.948625000,-7.201777000,-7.321067000,-8.574039000,-8.321336000,-6.771293000,-7.226227000
-11.861011000,-10.008210000,-11.725246000,-11.751384000,-6.034962000,-10.751060000,-8.655643000,-11.238297000,-7.203632000,-10.930916000,-10.273496000,-11.814709000,-7.651715000,-9.090752000,-6.263854000,-6.142256000,-9.165750000,-8.563630000,-8.225613000,-8.014559000,-9.191319000,-9.434123000,-7.735541000,-8.650442000
-12.424983000,-10.516746000,-12.073897000,-11.790262000,-5.715885000,-10.203544000,-9.494179000,-11.710459000,-6.952677000,-11.673957000,-10.513612000,-12.196916000,-7.421659000,-9.671230000,-7.343124000,-6.803373000,-9.932394000,-8.780719000,-8.905527000,-8.269654000,-9.445426000,-10.087623000,-8.325470000,-9.690276000
