2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
-1.835215000,-1.220053000,-0.772888000,-1.330549000,-0.223595000,-1.965215000,-0.622975000,-1.990842000,-1.197882000,-1.040099000,-0.849239000,-1.425201000,-0.997340000,-1.096733000,-0.560466000,-1.070268000,-0.709325000,-1.021630000,-0.414286000,-1.015562000,-0.223007000,-1.971449000,-0.962686000,-0.783986000
-1.936831000,-1.305531000,-0.655852000,-1.423377000,-0.214427000,-2.048025000,-0.743546000,-2.055815000,-1.300530000,-1.058200000,-1.097388000,-1.637372000,-1.079193000,-1.022905000,-0.692454000,-1.105645000,-0.711660000,-1.149656000,-0.805036000,-1.170452000,-0.342964000,-2.002855000,-1.064598000,-0.827916000
-2.076442000,-1.386640000,-0.528224000,-1.476688000,-0.343756000,-2.115246000,-0.942846000,-2.104533000,-1.374296000,-1.158340000,-1.364076000,-1.879405000,-1.231619000,-1.120212000,-0.993301000,-1.198007000,-0.770081000,-1.324757000,-1.154911000,-1.376292000,-0.530837000,-2.050122000,-1.304041000,-0.982839000
-2.298218000,-1.447116000,-0.448378000,-1.488138000,-0.564912000,-2.159436000,-1.159822000,-2.142930000,-1.415617000,-1.294240000,-1.556894000,-2.011817000,-1.382907000,-1.330322000,-1.358962000,-1.334200000,-0.854693000,-1.455242000,-1.312362000,-1.570574000,-0.701687000,-2.083057000,-1.593407000,-1.212941000
-2.564420000,-1.472129000,-0.433732000,-1.464706000,-0.824255000,-2.187918000,-1.325000000,-2.183299000,-1.450107000,-1.413307000,-1.623860000,-1.948739000,-1.472610000,-1.554589000,-1.654600000,-1.473112000,-0.918929000,-1.480446000,-1.243787000,-1.721924000,-0.808332000,-2.086806000,-1.835827000,-1.427968000
-2.747275000,-1.476693000,-0.483641000,-1.417091000,-1.091285000,-2.207787000,-1.406133000,-2.225826000,-1.504277000,-1.481998000,-1.589679000,-1.746678000,-1.515055000,-1.716762000,-1.806014000,-1.588221000,-0.946353000,-1.433324000,-1.060360000,-1.817378000,-0.856003000,-2.073328000,-1.979965000,-1.543915000
-2.734321000,-1.492486000,-0.605616000,-1.359311000,-1.349811000,-2.214993000,-1.417318000,-2.248443000,-1.577874000,-1.487992000,-1.530550000,-1.547064000,-1.575849000,-1.788269000,-1.821668000,-1.671310000,-0.952718000,-1.411726000,-0.906771000,-1.849145000,-0.866710000,-2.059777000,-2.037024000,-1.540687000
-2.540612000,-1.527569000,-0.792118000,-1.306682000,-1.589034000,-2.196610000,-1.386964000,-2.213904000,-1.636146000,-1.430456000,-1.512090000,-1.450953000,-1.699186000,-1.792052000,-1.760447000,-1.722904000,-0.960953000,-1.473829000,-0.824769000,-1.823224000,-0.850766000,-2.024985000,-2.060364000,-1.474255000
-2.283144000,-1.548940000,-0.990736000,-1.270063000,-1.804394000,-2.137958000,-1.320182000,-2.094061000,-1.630215000,-1.313069000,-1.545140000,-1.454001000,-1.854173000,-1.772710000,-1.680737000,-1.755908000,-0.983777000,-1.573386000,-0.738332000,-1.751915000,-0.801111000,-1.903236000,-2.095261000,-1.424108000
-2.077025000,-1.508780000,-1.121863000,-1.255996000,-1.997269000,-2.026863000,-1.196183000,-1.896562000,-1.531922000,-1.143626000,-1.588805000,-1.475268000,-1.947194000,-1.737486000,-1.594095000,-1.788979000,-1.010825000,-1.606454000,-0.561782000,-1.642210000,-0.713494000,-1.653237000,-2.133127000,-1.415947000
-1.955623000,-1.384570000,-1.130133000,-1.269529000,-2.168512000,-1.861290000,-1.001158000,-1.669030000,-1.354159000,-0.936402000,-1.588382000,-1.430504000,-1.900429000,-1.633342000,-1.462540000,-1.819983000,-1.006562000,-1.509355000,-0.296349000,-1.504883000,-0.608176000,-1.321863000,-2.119902000,-1.400320000
-1.898285000,-1.194554000,-1.016508000,-1.308936000,-2.305035000,-1.658679000,-0.756185000,-1.470564000,-1.140417000,-0.713591000,-1.513866000,-1.289327000,-1.718448000,-1.404495000,-1.252432000,-1.812767000,-0.936996000,-1.300912000,-0.018135000,-1.362022000,-0.516658000,-1.005870000,-2.009635000,-1.309876000
-1.872238000,-0.982237000,-0.828982000,-1.357520000,-2.387504000,-1.453891000,-0.509991000,-1.333275000,-0.937006000,-0.500482000,-1.374411000,-1.084007000,-1.472800000,-1.068485000,-0.983994000,-1.723342000,-0.808803000,-1.046104000,0.200052000,-1.233754000,-0.451825000,-0.766624000,-1.803848000,-1.130672000
-1.851336000,-0.792438000,-0.630003000,-1.387210000,-2.397029000,-1.283941000,-0.309275000,-1.249918000,-0.771266000,-0.317267000,-1.205623000,-0.872158000,-1.236579000,-0.717854000,-0.717973000,-1.541546000,-0.669717000,-0.803059000,0.335006000,-1.123582000,-0.405005000,-0.606143000,-1.545289000,-0.909945000
-1.822461000,-0.653316000,-0.470852000,-1.374872000,-2.331026000,-1.171727000,-0.177763000,-1.194961000,-0.647536000,-0.174349000,-1.045007000,-0.689309000,-1.046144000,-0.444318000,-0.504756000,-1.304918000,-0.564716000,-0.605893000,0.398590000,-1.022442000,-0.365742000,-0.501322000,-1.287658000,-0.708108000
