2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
-10.112289000,-10.606562000,-11.551869000,-9.783684000,-10.689141000,-8.766429000,-10.733667000,-12.304767000,-10.497315000,-9.690049000,-10.007848000,-7.927983000,-10.971108000,-9.922793000,-9.266788000,-9.855530000,-9.871815000,-10.950842000,-9.006713000,-9.940411000,-10.218911000,-11.383737000,-7.963688000,-9.793797000,-11.144592000,-11.474779000,-8.091587000,-10.045117000,-10.488380000,-9.702760000,-7.712279000,-8.577686000,-10.033254000,-10.253862000,-9.358223000,-10.714357000,-9.860701000,-7.864545000,-9.345533000,-11.342896000,-11.798033000,-8.836558000,-7.836123000,-12.156820000,-10.094921000
-10.332602000,-10.725887000,-11.446668000,-9.891512000,-10.706476000,-8.724581000,-10.897781000,-12.640350000,-10.947639000,-9.746461000,-10.267763000,-8.460314000,-11.252237000,-9.681334000,-9.329035000,-9.392078000,-10.069650000,-11.109142000,-9.100410000,-10.231344000,-10.918356000,-11.793867000,-8.344226000,-9.853621000,-11.151627000,-11.370418000,-8.310267000,-10.090660000,-10.527811000,-10.236753000,-7.848502000,-8.981268000,-10.589356000,-10.562307000,-9.311278000,-10.713250000,-10.161522000,-7.947918000,-9.676104000,-12.100765000,-11.776423000,-9.894604000,-8.118236000,-12.474728000,-10.010607000
-10.618436000,-10.838190000,-11.200344000,-9.718186000,-10.767400000,-8.619375000,-10.637119000,-12.828880000,-11.417940000,-9.919456000,-10.468858000,-9.015992000,-11.425446000,-9.521903000,-9.125073000,-8.739316000,-10.279010000,-11.044013000,-9.004407000,-10.242529000,-11.547652000,-11.918316000,-8.475126000,-9.796597000,-11.176497000,-11.137943000,-8.198119000,-9.986661000,-10.705093000,-10.643011000,-7.590677000,-9.158217000,-11.089281000,-10.867714000,-8.959894000,-10.664210000,-10.531177000,-8.331348000,-10.237350000,-12.822611000,-11.797631000,-10.923631000,-8.370418000,-12.646949000,-9.704483000
-10.539229000,-10.540983000,-10.520123000,-9.033995000,-10.570447000,-8.184186000,-9.684319000,-12.549323000,-11.654371000,-9.898565000,-10.333490000,-9.223842000,-11.179940000,-9.227357000,-8.410417000,-7.893224000,-10.132790000,-10.461524000,-8.485665000,-9.714144000,-11.732043000,-11.404258000,-8.121321000,-9.447078000,-10.890839000,-10.483204000,-7.648900000,-9.561291000,-10.761150000,-10.583260000,-6.851621000,-8.920637000,-11.109669000,-10.793915000,-8.203680000,-10.404598000,-10.795590000,-8.853761000,-10.638623000,-13.162823000,-11.605892000,-11.487287000,-8.356473000,-12.450515000,-9.012194000
-9.733438000,-9.593881000,-9.263387000,-7.932830000,-9.868095000,-7.330791000,-8.244588000,-11.452543000,-11.409418000,-9.367027000,-9.665828000,-8.866549000,-10.249884000,-8.617522000,-7.279840000,-6.957632000,-9.446552000,-9.402962000,-7.510795000,-8.618383000,-11.329582000,-10.409612000,-7.286530000,-8.815654000,-10.085634000,-9.414399000,-6.755012000,-8.701495000,-10.374007000,-9.776357000,-5.779980000,-8.330443000,-10.445680000,-10.206786000,-7.163864000,-9.829928000,-10.753802000,-9.075376000,-10.484636000,-12.823708000,-10.893232000,-11.250675000,-7.972756000,-11.773474000,-8.005252000
-8.266294000,-8.208002000,-7.618392000,-6.797129000,-8.735545000,-6.270626000,-6.845037000,-9.530983000,-10.708420000,-8.335996000,-8.568265000,-8.064814000,-8.715928000,-7.679424000,-6.119560000,-6.130015000,-8.439751000,-8.204407000,-6.303011000,-7.292295000,-10.406417000,-9.367747000,-6.248395000,-8.125694000,-8.886425000,-8.184562000,-5.767040000,-7.475186000,-9.481893000,-8.283466000,-4.677311000,-7.715055000,-9.258933000,-9.214531000,-6.117023000,-8.996055000,-10.370668000,-8.648002000,-9.709233000,-11.816808000,-9.493793000,-10.252130000,-7.322947000,-10.783060000,-6.957303000
-6.505497000,-6.871946000,-5.960345000,-6.045815000,-7.475349000,-5.398651000,-5.969948000,-7.238478000,-9.939084000,-7.184988000,-7.414604000,-7.216233000,-7.078243000,-6.601563000,-5.402434000,-5.635617000,-7.504231000,-7.266072000,-5.237142000,-6.266136000,-9.199220000,-8.659421000,-5.455970000,-7.658267000,-7.664819000,-7.154841000,-4.987280000,-6.155817000,-8.373216000,-6.589850000,-3.847860000,-7.461485000,-7.907847000,-7.999761000,-5.376097000,-8.109177000,-9.840954000,-7.695764000,-8.584365000,-10.453144000,-7.583665000,-8.888927000,-6.657753000,-9.854162000,-6.150382000
-4.919861000,-6.017515000,-4.668664000,-5.914905000,-6.343815000,-5.092753000,-5.829490000,-5.250828000,-9.629162000,-6.390207000,-6.639759000,-6.729944000,-5.935710000,-5.763173000,-5.341112000,-5.641701000,-6.958898000,-6.899230000,-4.664531000,-5.904852000,-8.071117000,-8.506055000,-5.290490000,-7.593289000,-6.811949000,-6.661939000,-4.652328000,-5.123265000,-7.491415000,-5.319418000,-3.485143000,-7.770681000,-6.827353000,-6.915323000,-5.157997000,-7.446083000,-9.447607000,-6.636027000,-7.510847000,-9.194818000,-5.755892000,-7.647665000,-6.232009000,-9.341620000,-5.770778000
-3.934946000,-5.860938000,-3.990008000,-6.363774000,-5.464166000,-5.402386000,-6.314669000,-4.093657000,-10.056959000,-6.256543000,-6.483938000,-6.795260000,-5.579995000,-5.494544000,-5.761791000,-6.144925000,-6.941522000,-7.138202000,-4.750360000,-6.219059000,-7.339269000,-8.869024000,-5.814337000,-7.930777000,-6.559063000,-6.789505000,-4.850964000,-4.678661000,-7.182049000,-4.796884000,-3.634898000,-8.548419000,-6.333551000,-6.403508000,-5.467901000,-7.226021000,-9.381806000,-5.894006000,-6.839910000,-8.411307000,-4.684956000,-6.870911000,-6.158599000,-9.343091000,-5.867580000
