0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6.857529000,7.722084000,6.899065000,9.449347000,8.524638000,9.009823000,7.710285000,9.705304000,9.409136000,7.428136000,9.269517000,8.077950000,8.655248000,8.653221000,7.361581000,10.290376000,6.705775000,9.288263000,8.436089000,9.784891000,8.544613000,7.467026000,7.568686000,8.120006000,8.618388000,7.930889000,8.272868000,9.032332000,9.054798000,10.792263000,8.923306000,7.160769000,9.679038000,7.135558000,8.087661000,7.186367000,7.998678000,7.800594000,8.384841000,9.936114000,9.838765000,8.798841000,9.528865000,8.587088000,7.883831000
7.073584000,7.833797000,7.208445000,9.729204000,8.526818000,9.440835000,8.206554000,9.432856000,9.576626000,7.789975000,9.325002000,8.458538000,8.605873000,9.142790000,8.126124000,10.947789000,7.203691000,10.011813000,8.669787000,10.051858000,8.615765000,8.012002000,7.904641000,8.596097000,8.617652000,8.440636000,8.829255000,9.273295000,9.312183000,11.003650000,9.308183000,7.669402000,9.619219000,7.082225000,8.898909000,7.759820000,8.504128000,7.981704000,8.284438000,9.798537000,9.546357000,8.724436000,9.931468000,8.770300000,8.327954000
7.506917000,8.443976000,7.981892000,10.625227000,8.795421000,10.452844000,9.081112000,9.698262000,10.405794000,8.550617000,9.756304000,9.147614000,8.928405000,10.023165000,9.389832000,11.839740000,8.116775000,11.270903000,9.150522000,10.776658000,8.917531000,9.063512000,8.460979000,9.302343000,8.803301000,9.463512000,9.629512000,9.625964000,9.810569000,11.499540000,9.926890000,8.518497000,9.804844000,7.364662000,9.995791000,8.732761000,9.337688000,8.243780000,8.328510000,9.939109000,9.288359000,8.769130000,10.687175000,9.277242000,9.340159000
8.214217000,9.477453000,9.116047000,11.851461000,9.404556000,11.772783000,10.040063000,10.577226000,11.815992000,9.766225000,10.513232000,10.075956000,9.654545000,11.126143000,10.791306000,12.785081000,9.328678000,12.718450000,9.816222000,11.812469000,9.478786000,10.279375000,9.257875000,10.091372000,9.219616000,10.734546000,10.545746000,10.078768000,10.499689000,12.197345000,10.589293000,9.523435000,10.308069000,7.909234000,11.139585000,9.841759000,10.379363000,8.712210000,8.698263000,10.424280000,9.278251000,9.104447000,11.559263000,10.082096000,10.523068000
9.034829000,10.573300000,10.234912000,12.977938000,10.215540000,13.086302000,10.828149000,11.858447000,13.457047000,11.213495000,11.362426000,11.100861000,10.656591000,12.206924000,12.013350000,13.679763000,10.536520000,13.988918000,10.478733000,12.978033000,10.133216000,11.285976000,10.198220000,10.833706000,9.804502000,11.968177000,11.475634000,10.649361000,11.266466000,12.959019000,11.093465000,10.495813000,10.880923000,8.425801000,12.151674000,10.804607000,11.392080000,9.406171000,9.365688000,11.068897000,9.530590000,9.785821000,12.340473000,11.028594000,11.490684000
9.794003000,11.476563000,11.125417000,13.856408000,11.028641000,14.352680000,11.492258000,13.182130000,14.954773000,12.570623000,12.033745000,12.051358000,11.720279000,13.214207000,12.980069000,14.524166000,11.583493000,14.996420000,10.945482000,14.135283000,10.791081000,12.086802000,11.162332000,11.486016000,10.481350000,13.089520000,12.372747000,11.345942000,12.024918000,13.748071000,11.398078000,11.367620000,11.341786000,8.990266000,13.026329000,11.554473000,12.210154000,10.089012000,10.168401000,11.722528000,10.030398000,10.722229000,13.008060000,11.961761000,12.172864000
10.556165000,12.257996000,11.956841000,14.626459000,11.792555000,15.653889000,12.179849000,14.304173000,16.150072000,13.712989000,12.408372000,12.829044000,12.749906000,14.289314000,13.790606000,15.341501000,12.523345000,15.874252000,11.149207000,15.201869000,11.498163000,12.911719000,12.052454000,12.076860000,11.236669000,14.175434000,13.211469000,12.133903000,12.779570000,14.596433000,11.589797000,12.169528000,11.797231000,9.942796000,13.817928000,12.238377000,12.875203000,10.652151000,11.008884000,12.462783000,10.875155000,11.773507000,13.673703000,12.835481000,12.760561000
11.436002000,13.054792000,12.926239000,15.395088000,12.505692000,16.916235000,12.931209000,15.209020000,17.088768000,14.707227000,12.549598000,13.444566000,13.744987000,15.479341000,14.496584000,16.110209000,13.396734000,16.670916000,11.174536000,16.107651000,12.236240000,13.852280000,12.807142000,12.631871000,12.046331000,15.241115000,13.956110000,12.932938000,13.549309000,15.487166000,11.764156000,12.917476000,12.383201000,11.304028000,14.510621000,12.976257000,13.511938000,11.222071000,11.854354000,13.309500000,12.003819000,12.813338000,14.409650000,13.643254000,13.391869000
12.365865000,13.837481000,13.952568000,16.086191000,13.126258000,17.947319000,13.700347000,16.016302000,17.825939000,15.620089000,12.592036000,13.943636000,14.658958000,16.617073000,15.051029000,16.770300000,14.129232000,17.301407000,11.165048000,16.772343000,12.898753000,14.768487000,13.407486000,13.121351000,12.825388000,16.148266000,14.574654000,13.651672000,14.269939000,16.317493000,11.956669000,13.574930000,13.049256000,12.673181000,15.038209000,13.720040000,14.143129000,11.885452000,12.637314000,14.085083000,13.127753000,13.731819000,15.190423000,14.342358000,14.005782000
13.209046000,14.500822000,14.852871000,16.600155000,13.598675000,18.669886000,14.416512000,16.767588000,18.329342000,16.420794000,12.637965000,14.327788000,15.397362000,17.486195000,15.455410000,17.264141000,14.644547000,17.722813000,11.211929000,17.140268000,13.435550000,15.489369000,13.871855000,13.479554000,13.492249000,16.762173000,15.045589000,14.219239000,14.833785000,16.971685000,12.157002000,14.101302000,13.604630000,13.706277000,15.367684000,14.354039000,14.694278000,12.566678000,13.245714000,14.634347000,13.977675000,14.450799000,15.929161000,14.895545000,14.475601000
13.902641000,15.040002000,15.568250000,16.912333000,13.906919000,19.092123000,15.013030000,17.394285000,18.577412000,17.048414000,12.731900000,14.554810000,15.913851000,18.016083000,15.761944000,17.564011000,14.940571000,17.961554000,11.322928000,17.207603000,13.861271000,15.933641000,14.230348000,13.652955000,14.015987000,17.078938000,15.352017000,14.600504000,15.187223000,17.408243000,12.349669000,14.470463000,13.964478000,14.418270000,15.534001000,14.826694000,15.101724000,13.172474000,13.624632000,15.003055000,14.516394000,14.937330000,16.506191000,15.304851000,14.745226000
14.470696000,15.468632000,16.077906000,17.003330000,14.038741000,19.208744000,15.426297000,17.832859000,18.607096000,17.454191000,12.850818000,14.594337000,16.225052000,18.269329000,15.982875000,17.668274000,15.033767000,18.016495000,11.456490000,17.019304000,14.151407000,16.105862000,14.488995000,13.632328000,14.376544000,17.135811000,15.489093000,14.804347000,15.343970000,17.630819000,12.512714000,14.665625000,14.150134000,14.911107000,15.586888000,15.152576000,15.343926000,13.710814000,13.777865000,15.247472000,14.826734000,15.198519000,16.827700000,15.575809000,14.822742000
14.938491000,15.748929000,16.342752000,16.886757000,13.969751000,19.074699000,15.630567000,18.060966000,18.458111000,17.625164000,12.918966000,14.466899000,16.353489000,18.303553000,16.082718000,17.606054000,14.941868000,17.899611000,11.550585000,16.655432000,14.271364000,16.091991000,14.624112000,13.456535000,14.544504000,16.997746000,15.469701000,14.864582000,15.334248000,17.657616000,12.605943000,14.706442000,14.144514000,15.194575000,15.537261000,15.343399000,15.425925000,14.182602000,13.719168000,15.333750000,14.929239000,15.276554000,16.906532000,15.707932000,14.742400000
15.247202000,15.866289000,16.378332000,16.655737000,13.714592000,18.798082000,15.643079000,18.085623000,18.170633000,17.621904000,12.889061000,14.241996000,16.331263000,18.177349000,16.038683000,17.446119000,14.729320000,17.696087000,11.570680000,16.204964000,14.256435000,16.015629000,14.617431000,13.190298000,14.530681000,16.788328000,15.325260000,14.830496000,15.182638000,17.534962000,12.595591000,14.660541000,13.965513000,15.287165000,15.375082000,15.392660000,15.390052000,14.513443000,13.486977000,15.266849000,14.817067000,15.243845000,16.843237000,15.731164000,14.569968000
15.318070000,15.866379000,16.255730000,16.417107000,13.336619000,18.459547000,15.512760000,17.952961000,17.814901000,17.555141000,12.784234000,14.002371000,16.231771000,17.981468000,15.880346000,17.255461000,14.477863000,17.500505000,11.540569000,15.725622000,14.180067000,15.938182000,14.473671000,12.886029000,14.397121000,16.614231000,15.090259000,14.751406000,14.923615000,17.335344000,12.490963000,14.593280000,13.701420000,15.256172000,15.109359000,15.310617000,15.308030000,14.674769000,13.136254000,15.106258000,14.543992000,15.159198000,16.718121000,15.701742000,14.382627000
