2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2
-11.191022000,-13.430013000,-9.630141000,-14.032497000,-14.689415000,-12.114576000,-12.845688000,-11.328286000,-11.342591000,-14.076361000,-13.955890000,-12.587165000,-11.712294000,-10.784648000,-12.829714000,-10.509385000,-12.403691000,-12.752229000,-11.751474000,-11.830420000,-13.477481000,-10.677034000,-10.286299000,-12.357813000,-12.986472000,-8.802491000,-13.962910000,-13.415386000,-9.632675000,-12.595413000,-13.817976000,-12.251596000,-13.535220000,-9.674068000,-12.430502000,-11.773135000
-11.045262000,-13.392372000,-9.870181000,-14.664573000,-15.057908000,-12.856937000,-12.901232000,-11.672571000,-11.584003000,-14.299509000,-13.285509000,-13.163679000,-12.180668000,-11.033139000,-12.777744000,-11.233100000,-12.474183000,-13.582079000,-12.414525000,-11.708094000,-14.091020000,-11.280236000,-10.546668000,-12.458793000,-13.269087000,-8.288103000,-13.848292000,-13.625334000,-9.589328000,-12.357948000,-13.836796000,-12.875356000,-13.842674000,-10.336456000,-12.638033000,-12.275324000
-10.955604000,-13.567163000,-10.258079000,-15.053759000,-15.326742000,-13.642877000,-12.953646000,-11.957265000,-12.014866000,-14.665534000,-12.008481000,-13.705536000,-12.774604000,-11.280019000,-12.857437000,-12.199925000,-12.316259000,-14.529453000,-13.117153000,-11.420861000,-14.773494000,-12.124141000,-10.393236000,-12.307156000,-13.610295000,-7.467828000,-13.730930000,-13.850137000,-9.753665000,-12.021898000,-13.752762000,-13.236723000,-14.067678000,-10.959267000,-13.087775000,-12.698538000
-10.768502000,-13.841547000,-10.544841000,-14.752480000,-14.897918000,-13.804193000,-12.691507000,-11.777899000,-12.222260000,-14.745848000,-10.366751000,-13.577759000,-12.840485000,-11.213336000,-12.749815000,-12.850487000,-11.754974000,-14.746315000,-13.168016000,-10.619791000,-15.073870000,-12.679882000,-9.703694000,-11.594563000,-13.541836000,-6.398159000,-13.359346000,-13.637348000,-9.925621000,-11.347659000,-13.265288000,-12.527853000,-13.570886000,-11.112341000,-13.393409000,-12.700628000
-10.374406000,-13.880266000,-10.421152000,-13.541157000,-13.322963000,-12.808489000,-11.849893000,-10.869514000,-11.773170000,-13.918985000,-8.783044000,-12.329632000,-11.788895000,-10.582093000,-12.056823000,-12.482464000,-10.753904000,-13.684093000,-12.073407000,-9.105115000,-14.696046000,-12.365869000,-8.619923000,-10.237916000,-12.621482000,-5.229955000,-12.427837000,-12.589810000,-9.787861000,-10.233701000,-12.128343000,-10.578662000,-11.889758000,-10.445755000,-13.079046000,-12.013244000
-9.747353000,-13.290576000,-9.727056000,-11.655059000,-10.855654000,-10.774117000,-10.396912000,-9.417879000,-10.556618000,-12.008574000,-7.638530000,-10.248172000,-9.687845000,-9.395229000,-10.654984000,-10.950332000,-9.478774000,-11.583718000,-9.988965000,-7.051238000,-13.696787000,-10.974862000,-7.506602000,-8.514145000,-10.826447000,-4.166661000,-10.863454000,-10.733624000,-9.099643000,-8.875847000,-10.461775000,-8.156278000,-9.300976000,-8.999368000,-11.950749000,-10.681654000
-8.954453000,-11.998887000,-8.637847000,-9.712221000,-8.440369000,-8.517585000,-8.657679000,-8.048067000,-8.930849000,-9.624194000,-7.100236000,-8.191880000,-7.336587000,-8.030961000,-8.941622000,-8.955667000,-8.267022000,-9.327475000,-7.735353000,-5.056647000,-12.459806000,-8.917396000,-6.770727000,-6.969192000,-8.720474000,-3.469552000,-9.150689000,-8.649847000,-7.909602000,-7.701571000,-8.797215000,-6.406756000,-6.836452000,-7.236856000,-10.319613000,-9.075328000
-8.208526000,-10.421339000,-7.624728000,-8.387395000,-6.964802000,-7.001546000,-7.192039000,-7.391134000,-7.540951000,-7.746294000,-7.097804000,-6.968598000,-5.748021000,-7.034239000,-7.631226000,-7.498912000,-7.461370000,-7.782809000,-6.287591000,-3.848289000,-11.489391000,-7.063137000,-6.632653000,-6.141066000,-7.209437000,-3.397902000,-8.093558000,-7.215066000,-6.627574000,-7.131330000,-7.745396000,-5.973573000,-5.519775000,-5.780471000,-8.808214000,-7.738259000
-7.847817000,-9.148498000,-7.111472000,-7.974452000,-6.688694000,-6.677907000,-6.456384000,-7.643776000,-6.877195000,-7.026703000,-7.414682000,-6.863048000,-5.513692000,-6.739974000,-7.242661000,-7.118293000,-7.220926000,-7.289220000,-6.115316000,-3.783027000,-11.137838000,-6.120275000,-7.030031000,-6.236236000,-6.886262000,-4.027872000,-8.099907000,-6.965035000,-5.816864000,-7.325900000,-7.585600000,-6.675573000,-5.610266000,-5.102221000,-7.968827000,-7.123105000
-8.108167000,-8.527292000,-7.180259000,-8.338781000,-7.316703000,-7.353603000,-6.522105000,-8.488828000,-7.006976000,-7.459213000,-7.803835000,-7.580527000,-6.503412000,-7.087867000,-7.778458000,-7.623460000,-7.472035000,-7.604511000,-6.967124000,-4.630670000,-11.393444000,-6.187658000,-7.683810000,-7.011221000,-7.645060000,-5.146874000,-8.885456000,-7.710290000,-5.822561000,-8.088355000,-8.131237000,-7.818052000,-6.594501000,-5.323696000,-7.972116000,-7.320148000
-8.928887000,-8.543867000,-7.623048000,-9.107742000,-8.341993000,-8.440602000,-7.076283000,-9.368007000,-7.605815000,-8.490771000,-8.087605000,-8.530223000,-8.008883000,-7.720109000,-8.783920000,-8.389055000,-7.991116000,-8.161534000,-8.146128000,-5.788050000,-11.889941000,-6.841880000,-8.263229000,-7.958849000,-8.852829000,-6.369517000,-9.808503000,-8.775917000,-6.540377000,-9.002591000,-8.926184000,-8.692685000,-7.675172000,-6.161194000,-8.534547000,-8.011911000
-9.969260000,-8.913225000,-8.141643000,-9.854218000,-9.316251000,-9.347946000,-7.676312000,-9.862731000,-8.191751000,-9.453622000,-8.208899000,-9.212975000,-9.220590000,-8.248716000,-9.694258000,-8.871571000,-8.523078000,-8.532403000,-8.970239000,-6.672591000,-12.179004000,-7.532660000,-8.557783000,-8.623640000,-9.805964000,-7.334464000,-10.335658000,-9.518383000,-7.523479000,-9.683586000,-9.551664000,-8.985379000,-8.268459000,-7.071451000,-9.130249000,-8.675512000
-10.796638000,-9.308437000,-8.491693000,-10.291618000,-10.029001000,-9.789828000,-8.041430000,-9.881057000,-8.439605000,-9.989406000,-8.230981000,-9.459382000,-9.721010000,-8.479156000,-10.174131000,-8.917846000,-8.881814000,-8.686248000,-9.190810000,-7.036675000,-12.044264000,-7.901085000,-8.567202000,-8.844689000,-10.137423000,-7.889085000,-10.298389000,-9.694751000,-8.302351000,-9.944242000,-9.833665000,-8.838506000,-8.288783000,-7.637302000,-9.378798000,-8.926085000
-11.142793000,-9.548482000,-8.574622000,-10.358837000,-10.460853000,-9.799617000,-8.160432000,-9.593475000,-8.359203000,-10.111155000,-8.279294000,-9.379098000,-9.589099000,-8.446681000,-10.200815000,-8.661215000,-9.008772000,-8.790324000,-8.986498000,-6.992943000,-11.588632000,-7.925874000,-8.418460000,-8.772527000,-9.933291000,-8.138916000,-9.900831000,-9.462442000,-8.642648000,-9.823437000,-9.852297000,-8.510324000,-8.007470000,-7.772626000,-9.252123000,-8.742424000
-11.023959000,-9.604027000,-8.453636000,-10.178083000,-10.615091000,-9.550301000,-8.191787000,-9.245785000,-8.158517000,-9.981518000,-8.451113000,-9.151405000,-9.174850000,-8.302265000,-9.935007000,-8.319785000,-8.961875000,-8.944043000,-8.639704000,-6.795457000,-11.073331000,-7.798845000,-8.240577000,-8.663743000,-9.524370000,-8.321011000,-9.443727000,-9.117332000,-8.592342000,-9.505888000,-9.795380000,-8.181881000,-7.718308000,-7.640103000,-8.936815000,-8.376928000
-10.642314000,-9.540138000,-8.290286000,-9.933475000,-10.538993000,-9.220818000,-8.264280000,-9.005678000,-8.016218000,-9.746635000,-8.745619000,-8.894329000,-8.782758000,-8.187213000,-9.575583000,-8.080008000,-8.846977000,-9.119826000,-8.338866000,-6.618262000,-10.704656000,-7.718244000,-8.109796000,-8.679741000,-9.192111000,-8.595893000,-9.092963000,-8.860088000,-8.357507000,-9.197918000,-9.801854000,-7.960809000,-7.585092000,-7.466389000,-8.618710000,-8.105695000
