V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,X100,X101
0.07279,0.04155,-0.00459,-0.0614,-0.12373,-0.18809,-0.25208,-0.3131,-0.36921,-0.42118,-0.47252,-0.52715,-0.58679,-0.64999,-0.71257,-0.76878,-0.813,-0.84126,-0.85196,-0.84577,-0.82585,-0.79777,-0.76844,-0.74401,-0.72776,-0.71916,-0.71498,-0.71159,-0.70662,-0.69908,-0.68869,-0.67553,-0.66044,-0.64511,-0.63151,-0.62106,-0.61431,-0.61118,-0.61135,-0.61446,-0.61997,-0.62695,-0.63425,-0.64106,-0.6473,-0.65356,-0.66045,-0.66797,-0.67537,-0.68164,-0.68612,-0.68897,-0.69115,-0.69408,-0.69893,-0.70588,-0.71386,-0.72122,-0.72687,-0.73089,-0.7343,-0.73827,-0.74337,-0.7492,-0.75487,-0.75993,-0.76485,-0.7706,-0.77777,-0.78596,-0.79378,-0.79939,-0.80133,-0.79921,-0.79385,-0.78661,-0.77845,-0.76923,-0.75793,-0.74324,-0.72406,-0.69978,-0.67033,-0.63605,-0.59725,-0.55392,-0.50578,-0.45272,-0.39509,-0.3339,-0.27073,-0.20781,-0.1482,-0.0956,-0.05373,-0.02506,-0.00969,-0.00514,-0.00732,-0.01205,-0.01639
0.06295,0.00131,-0.05502,-0.08118,-0.0665,-0.02721,0.00118,-0.01292,-0.07834,-0.18129,-0.29952,-0.41477,-0.51578,-0.59551,-0.65,-0.6805,-0.69489,-0.70486,-0.71989,-0.74233,-0.76693,-0.7845,-0.78732,-0.77314,-0.74608,-0.71428,-0.68603,-0.66629,-0.65552,-0.65068,-0.64733,-0.64129,-0.62947,-0.61042,-0.58425,-0.55203,-0.51521,-0.47559,-0.43569,-0.39854,-0.36703,-0.34313,-0.32722,-0.31806,-0.31344,-0.31113,-0.30957,-0.30781,-0.3052,-0.30115,-0.29537,-0.28847,-0.28229,-0.27967,-0.28363,-0.29617,-0.31723,-0.34466,-0.37509,-0.40522,-0.43277,-0.45687,-0.47793,-0.49709,-0.51572,-0.53497,-0.55528,-0.57626,-0.59738,-0.61876,-0.64112,-0.66498,-0.68985,-0.71445,-0.73712,-0.75608,-0.76973,-0.77708,-0.77802,-0.77289,-0.76204,-0.74577,-0.72429,-0.69764,-0.66565,-0.62842,-0.58694,-0.54308,-0.49893,-0.45591,-0.41447,-0.37429,-0.33411,-0.29158,-0.24369,-0.18832,-0.12594,-0.06044,0.00177,0.05393,0.09117
-0.00263,-0.04754,-0.10534,-0.17064,-0.23652,-0.29658,-0.3469,-0.38654,-0.41691,-0.44076,-0.46156,-0.48293,-0.50796,-0.53829,-0.57361,-0.61217,-0.65169,-0.69008,-0.72558,-0.75659,-0.78172,-0.79999,-0.81111,-0.81551,-0.81423,-0.80869,-0.80022,-0.78994,-0.77867,-0.76711,-0.75586,-0.74514,-0.7346,-0.72351,-0.71116,-0.69714,-0.68158,-0.66507,-0.64842,-0.63244,-0.61766,-0.6044,-0.59286,-0.58324,-0.5757,-0.57025,-0.5667,-0.56475,-0.56419,-0.565,-0.56726,-0.57098,-0.57607,-0.58228,-0.5893,-0.5967,-0.6041,-0.6113,-0.61843,-0.62577,-0.63363,-0.64234,-0.65221,-0.66352,-0.67625,-0.69003,-0.70408,-0.71746,-0.72944,-0.7396,-0.74767,-0.75323,-0.75554,-0.75376,-0.74719,-0.7354,-0.71827,-0.69606,-0.66947,-0.63946,-0.60698,-0.57276,-0.53726,-0.50061,-0.46255,-0.42237,-0.37912,-0.33206,-0.28107,-0.22698,-0.17148,-0.11677,-0.06529,-0.01958,0.01777,0.04437,0.0586,0.06003,0.04977,0.03042,0.00573
0.01605,-0.05236,-0.11999,-0.17608,-0.21399,-0.2368,-0.25669,-0.28754,-0.33693,-0.40347,-0.47975,-0.55705,-0.62848,-0.69037,-0.74234,-0.78621,-0.82396,-0.85582,-0.87978,-0.89308,-0.89459,-0.88638,-0.87337,-0.86138,-0.85487,-0.85541,-0.86145,-0.86931,-0.87491,-0.87519,-0.86871,-0.85542,-0.8362,-0.81245,-0.78579,-0.75787,-0.73029,-0.70454,-0.68174,-0.66238,-0.64616,-0.63228,-0.61981,-0.60814,-0.59727,-0.58792,-0.58141,-0.57909,-0.58165,-0.58864,-0.59849,-0.6091,-0.61857,-0.62596,-0.63174,-0.6376,-0.64555,-0.65677,-0.67094,-0.68646,-0.70142,-0.7145,-0.7255,-0.7352,-0.74474,-0.75497,-0.76605,-0.77746,-0.78822,-0.79735,-0.80452,-0.81034,-0.81598,-0.82216,-0.82853,-0.83377,-0.83617,-0.83427,-0.82715,-0.81443,-0.796,-0.77179,-0.74182,-0.70642,-0.66639,-0.62276,-0.57631,-0.52715,-0.47494,-0.41975,-0.36268,-0.30567,-0.25073,-0.19912,-0.151,-0.10575,-0.063,-0.02361,0.00993,0.03433,0.04702
-0.04208,-0.10993,-0.17016,-0.21663,-0.24687,-0.26237,-0.26751,-0.2688,-0.27389,-0.28945,-0.3185,-0.35933,-0.40667,-0.4543,-0.49713,-0.53223,-0.55885,-0.57821,-0.59281,-0.6058,-0.62015,-0.63802,-0.66003,-0.68491,-0.70969,-0.73066,-0.74443,-0.74896,-0.74387,-0.7302,-0.70993,-0.68556,-0.65977,-0.63509,-0.61343,-0.59548,-0.58068,-0.56764,-0.55495,-0.54166,-0.52756,-0.51311,-0.49922,-0.48668,-0.47588,-0.46691,-0.45996,-0.45529,-0.4529,-0.45246,-0.45363,-0.45647,-0.46149,-0.46938,-0.48089,-0.4966,-0.51667,-0.5405,-0.56687,-0.5943,-0.62163,-0.64827,-0.67426,-0.70017,-0.72673,-0.75433,-0.78277,-0.81128,-0.83903,-0.86554,-0.89074,-0.9146,-0.93666,-0.95593,-0.97112,-0.98113,-0.98531,-0.98354,-0.97603,-0.96294,-0.94405,-0.91871,-0.88603,-0.84533,-0.79657,-0.74051,-0.67859,-0.61249,-0.54362,-0.47278,-0.40017,-0.32574,-0.24977,-0.1735,-0.09947,-0.03131,0.02712,0.07304,0.10562,0.12582,0.13543
-0.00928,-0.04825,-0.09748,-0.15072,-0.19914,-0.23543,-0.2577,-0.27034,-0.28174,-0.30067,-0.33351,-0.38276,-0.44647,-0.51885,-0.59196,-0.65792,-0.71078,-0.74754,-0.76818,-0.77495,-0.77129,-0.76076,-0.74637,-0.73021,-0.71335,-0.69606,-0.67809,-0.65908,-0.6387,-0.61672,-0.59321,-0.56864,-0.54371,-0.51902,-0.49477,-0.47095,-0.44762,-0.4251,-0.4039,-0.38476,-0.36848,-0.3557,-0.34671,-0.34161,-0.34034,-0.34258,-0.34758,-0.35434,-0.36205,-0.37038,-0.37955,-0.39002,-0.40205,-0.41545,-0.42957,-0.44358,-0.45683,-0.4691,-0.48053,-0.49151,-0.50258,-0.51432,-0.52726,-0.54175,-0.5578,-0.57499,-0.5926,-0.60977,-0.62581,-0.64046,-0.65387,-0.66639,-0.67814,-0.68884,-0.69785,-0.70443,-0.70796,-0.70807,-0.70447,-0.69664,-0.68366,-0.66442,-0.63796,-0.60384,-0.56222,-0.51373,-0.45934,-0.40032,-0.33822,-0.27475,-0.21154,-0.15002,-0.09159,-0.03784,0.00926,0.04732,0.07393,0.08741,0.08775,0.07733,0.06088
0.06268,0.0182,-0.0215,-0.05141,-0.06978,-0.07975,-0.0878,-0.10031,-0.12072,-0.14954,-0.18614,-0.23056,-0.2838,-0.34668,-0.41827,-0.49515,-0.5719,-0.64234,-0.70083,-0.74346,-0.7687,-0.77779,-0.77432,-0.76328,-0.74975,-0.7376,-0.72863,-0.7225,-0.71734,-0.71083,-0.70114,-0.68745,-0.66993,-0.64938,-0.62675,-0.60301,-0.57902,-0.55558,-0.53351,-0.51349,-0.49601,-0.48114,-0.4685,-0.45742,-0.44715,-0.43709,-0.42686,-0.4163,-0.40556,-0.39507,-0.38532,-0.37673,-0.36964,-0.3646,-0.36235,-0.3636,-0.36863,-0.37734,-0.38942,-0.40452,-0.42208,-0.44127,-0.46117,-0.4811,-0.50089,-0.52088,-0.54171,-0.56394,-0.58784,-0.61316,-0.63919,-0.66476,-0.68863,-0.70975,-0.72762,-0.74237,-0.75452,-0.76452,-0.77238,-0.77754,-0.77904,-0.77572,-0.76647,-0.75026,-0.72608,-0.69295,-0.6499,-0.59623,-0.5318,-0.45744,-0.37513,-0.28799,-0.19979,-0.11457,-0.03611,0.03237,0.08853,0.13105,0.15957,0.17469,0.17799
0.06917,0.04692,0.0238,-9.90E-04,-0.02916,-0.06277,-0.10293,-0.14893,-0.19903,-0.252,-0.30822,-0.36939,-0.43724,-0.51195,-0.59114,-0.67005,-0.74252,-0.8026,-0.84598,-0.87084,-0.87808,-0.87072,-0.85297,-0.82911,-0.80267,-0.776,-0.75023,-0.72563,-0.702,-0.67896,-0.65609,-0.63293,-0.60903,-0.58401,-0.55755,-0.52959,-0.50043,-0.47075,-0.44152,-0.4137,-0.38808,-0.36509,-0.34484,-0.32719,-0.31189,-0.29867,-0.2873,-0.27766,-0.26969,-0.26336,-0.25864,-0.25556,-0.25426,-0.25508,-0.25856,-0.26536,-0.27609,-0.29114,-0.31054,-0.33404,-0.3611,-0.39098,-0.42277,-0.45551,-0.48826,-0.52026,-0.55094,-0.57995,-0.60711,-0.63237,-0.65576,-0.67734,-0.69714,-0.71511,-0.731,-0.7443,-0.75423,-0.75991,-0.76042,-0.75501,-0.74316,-0.72454,-0.69888,-0.66583,-0.62499,-0.57614,-0.51949,-0.45591,-0.38703,-0.31512,-0.24287,-0.1731,-0.10846,-0.05111,-0.00223,0.0382,0.07138,0.09912,0.12305,0.1439,0.16122
0.07783,0.04629,0.00582,-0.04181,-0.09418,-0.14898,-0.20458,-0.26044,-0.31697,-0.37521,-0.43644,-0.50161,-0.57097,-0.64376,-0.7182,-0.79151,-0.86027,-0.92087,-0.97017,-1.00611,-1.02808,-1.03696,-1.03472,-1.02386,-1.00691,-0.98612,-0.96326,-0.93959,-0.91577,-0.89201,-0.86817,-0.84394,-0.81895,-0.79276,-0.76486,-0.73475,-0.70206,-0.66672,-0.62906,-0.58984,-0.5502,-0.51149,-0.4751,-0.4422,-0.4136,-0.38968,-0.3705,-0.35593,-0.3457,-0.33946,-0.33675,-0.33709,-0.34015,-0.34578,-0.35391,-0.36448,-0.37727,-0.39182,-0.40758,-0.42395,-0.44045,-0.45677,-0.47284,-0.48871,-0.50453,-0.52038,-0.53625,-0.55208,-0.56782,-0.58349,-0.59916,-0.61488,-0.6306,-0.64621,-0.66154,-0.67644,-0.69075,-0.70429,-0.71676,-0.72771,-0.73651,-0.74238,-0.74441,-0.74168,-0.73319,-0.71794,-0.69486,-0.66295,-0.62139,-0.56977,-0.50846,-0.43881,-0.36339,-0.2858,-0.21036,-0.14138,-0.08248,-0.03599,-0.0026,0.01859,0.02978
-0.03097,-0.08304,-0.14635,-0.21812,-0.29472,-0.37271,-0.44913,-0.52133,-0.5869,-0.64418,-0.69316,-0.73597,-0.77664,-0.81992,-0.86976,-0.92804,-0.99391,-1.06382,-1.13206,-1.19162,-1.23544,-1.25777,-1.2555,-1.22906,-1.18245,-1.12237,-1.05666,-0.99263,-0.9357,-0.88874,-0.85215,-0.8246,-0.80396,-0.78814,-0.77538,-0.76417,-0.7529,-0.73972,-0.72275,-0.70043,-0.67211,-0.63836,-0.60096,-0.56265,-0.52663,-0.49609,-0.47366,-0.461,-0.45846,-0.46513,-0.47906,-0.49765,-0.51821,-0.53838,-0.55662,-0.57235,-0.58599,-0.59863,-0.61176,-0.62683,-0.64486,-0.66623,-0.69057,-0.71698,-0.74427,-0.77131,-0.79713,-0.82099,-0.84235,-0.86091,-0.87664,-0.8898,-0.90081,-0.91004,-0.91764,-0.92345,-0.9271,-0.92803,-0.92566,-0.91942,-0.90883,-0.89352,-0.87316,-0.84743,-0.81591,-0.77808,-0.73336,-0.68125,-0.62158,-0.55467,-0.48157,-0.40416,-0.32513,-0.24769,-0.17515,-0.11036,-0.05529,-0.01092,0.02275,0.04661,0.0622
