1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
2.476486000,1.187889000,1.702880000,0.913132000,0.818490000,0.441054000,0.695746000,0.919438000,0.096501000,-0.132068000,0.528783000,-2.311596000,-0.993866000,0.747767000,0.181037000,-0.137795000,0.156216000,0.136482000,-0.461844000,-0.194050000,-1.026365000,-0.128167000,-0.487545000,0.269374000,-0.225124000,1.229193000,-0.591828000,0.848686000,-1.360288000,-1.231034000,0.144726000,-0.982171000,0.415080000,1.088537000,-0.371096000,0.602039000,0.168255000,0.223812000,-0.754866000,-1.204234000,0.259090000,-0.955824000,-1.610982000,0.540797000,-1.585901000,-0.091807000,0.302784000,-0.692057000,0.038595000,-0.117955000,0.529008000
2.803518000,1.701346000,2.081664000,1.238130000,1.170418000,0.782997000,1.110189000,1.281595000,0.271233000,0.409083000,0.862259000,-2.108778000,-0.708619000,1.096359000,0.593871000,0.251658000,0.533091000,0.540904000,-0.135671000,0.155524000,-0.707473000,0.237168000,-0.076752000,0.658081000,0.236681000,1.509629000,-0.172470000,1.282748000,-0.979662000,-0.789947000,0.473741000,-0.717050000,0.798077000,1.535818000,0.032407000,1.014502000,0.590525000,0.636250000,-0.494283000,-1.002512000,0.522015000,-0.603540000,-1.191205000,0.915324000,-1.035699000,0.295053000,0.625928000,-0.263580000,0.478382000,0.129915000,0.851507000
3.115690000,2.204717000,2.446238000,1.689708000,1.573038000,1.210899000,1.541065000,1.649133000,0.508492000,0.947177000,1.283587000,-1.809836000,-0.293620000,1.465077000,1.059794000,0.760673000,0.952589000,0.921655000,0.155225000,0.587344000,-0.366843000,0.613813000,0.367705000,1.063338000,0.658105000,1.776762000,0.269181000,1.742637000,-0.544554000,-0.344051000,0.843349000,-0.400674000,1.222056000,1.967406000,0.457408000,1.494558000,1.059004000,1.067800000,-0.181735000,-0.706383000,0.906379000,-0.144779000,-0.694978000,1.348645000,-0.480682000,0.702028000,1.001047000,0.207352000,1.067737000,0.532300000,1.215318000
3.439186000,2.609416000,2.796036000,2.168749000,1.955692000,1.672058000,1.908901000,1.991381000,0.796129000,1.420407000,1.725680000,-1.468293000,0.157007000,1.795502000,1.502755000,1.288190000,1.380246000,1.230250000,0.443586000,0.986431000,-0.015842000,0.936438000,0.793479000,1.459719000,1.008400000,2.105289000,0.704429000,2.156459000,-0.121916000,0.106738000,1.256308000,-0.055846000,1.645767000,2.322339000,0.834359000,1.948900000,1.530870000,1.505851000,0.177789000,-0.319814000,1.401267000,0.369263000,-0.169547000,1.807245000,0.001522000,1.114844000,1.393148000,0.689936000,1.652852000,0.966161000,1.552510000
3.829944000,2.937829000,3.161476000,2.592483000,2.284031000,2.127488000,2.218455000,2.326048000,1.159481000,1.845307000,2.103618000,-1.147691000,0.557771000,2.062839000,1.881860000,1.755940000,1.811929000,1.488406000,0.786184000,1.319094000,0.388344000,1.187986000,1.185178000,1.896576000,1.360495000,2.512915000,1.145249000,2.514880000,0.301297000,0.563601000,1.713532000,0.299572000,2.036971000,2.557843000,1.148371000,2.366567000,2.049201000,1.945930000,0.578724000,0.123388000,1.932288000,0.908349000,0.397078000,2.279498000,0.376276000,1.541275000,1.798024000,1.179523000,2.118609000,1.304748000,1.830051000
4.288223000,3.225827000,3.538963000,2.976773000,2.594835000,2.561653000,2.515899000,2.714548000,1.626564000,2.244202000,2.396315000,-0.846272000,0.907667000,2.274188000,2.223341000,2.160865000,2.261891000,1.752660000,1.200627000,1.654097000,0.877483000,1.396734000,1.582047000,2.401923000,1.758251000,2.941040000,1.614967000,2.857558000,0.757038000,0.994517000,2.199171000,0.677737000,2.407315000,2.670021000,1.436593000,2.775451000,2.632367000,2.370080000,1.011821000,0.589083000,2.424037000,1.493937000,1.053908000,2.754370000,0.676191000,1.980266000,2.244701000,1.670234000,2.474637000,1.569408000,2.084865000
4.758935000,3.493657000,3.907386000,3.356731000,2.930809000,2.969740000,2.841155000,3.204394000,2.180181000,2.626755000,2.661301000,-0.495743000,1.258607000,2.471387000,2.582754000,2.561162000,2.734172000,2.095830000,1.649119000,2.044268000,1.440813000,1.595915000,2.037430000,2.954184000,2.198933000,3.343063000,2.108429000,3.232612000,1.262192000,1.345913000,2.681806000,1.108321000,2.809959000,2.715344000,1.746366000,3.182969000,3.219038000,2.756380000,1.457129000,1.050619000,2.861494000,2.122512000,1.794573000,3.212153000,0.958442000,2.422296000,2.765861000,2.138866000,2.783667000,1.881343000,2.365932000
5.194701000,3.766857000,4.257516000,3.749889000,3.291967000,3.375185000,3.201737000,3.773450000,2.764525000,2.998142000,2.969347000,-0.021999000,1.650747000,2.698537000,2.975895000,3.012096000,3.231926000,2.521210000,2.082505000,2.492860000,2.056772000,1.802094000,2.548987000,3.527422000,2.680124000,3.714435000,2.591095000,3.666402000,1.817684000,1.582997000,3.128614000,1.601451000,3.275459000,2.746526000,2.094800000,3.601874000,3.784925000,3.106974000,1.903918000,1.493533000,3.259901000,2.761818000,2.568169000,3.685012000,1.254115000,2.863688000,3.365061000,2.570306000,3.082611000,2.330891000,2.692555000
5.556993000,4.061673000,4.565529000,4.154252000,3.664853000,3.810856000,3.557372000,4.335556000,3.291916000,3.350399000,3.336263000,0.572958000,2.086982000,2.950783000,3.351833000,3.498578000,3.736690000,2.938034000,2.480733000,2.968652000,2.667570000,2.013798000,3.050636000,4.088110000,3.181127000,4.061101000,3.030615000,4.143654000,2.379091000,1.738411000,3.519607000,2.127480000,3.754750000,2.780223000,2.466370000,4.031314000,4.355344000,3.428303000,2.350015000,1.913714000,3.635948000,3.355548000,3.316041000,4.215364000,1.559738000,3.288351000,3.991721000,2.968781000,3.372428000,2.874342000,3.047230000
