0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25.072618000,25.090284000,24.891626000,26.343493000,27.071692000,27.361828000,28.086950000,25.779812000,25.678734000,25.284090000,29.431862000,29.467037000,27.627560000,27.038982000,28.088747000,27.160736000,27.511688000,26.616541000,27.098177000,27.457607000,28.801928000,26.231737000,27.461172000,26.353195000,26.356340000,27.076107000,25.641768000,28.997353000,27.926743000,24.884230000,27.527784000,28.162680000,28.840584000,28.241434000,27.017029000,28.386116000,27.434772000,26.378534000,27.289787000,26.782825000,27.590948000,27.353521000,27.103735000,28.321312000,25.941196000,27.738062000,28.783455000,27.440893000,27.848021000,28.607439000,28.660091000
23.931307000,24.253599000,24.247671000,25.752048000,26.361906000,26.763992000,27.449516000,25.020252000,25.022949000,24.675785000,28.710905000,28.861336000,27.050959000,26.316435000,27.606989000,26.283791000,27.055994000,26.305058000,26.545349000,27.045464000,28.464521000,25.640638000,26.857691000,25.644730000,25.844219000,26.389549000,25.111128000,28.170708000,27.419142000,24.414833000,26.872978000,27.556795000,28.061672000,27.835789000,26.523821000,27.667736000,26.613491000,26.113552000,26.837233000,26.303202000,26.974735000,26.593285000,26.312359000,27.341589000,25.367487000,27.132343000,28.163153000,26.966980000,27.248619000,28.058870000,28.284744000
22.765675000,23.483667000,23.660727000,25.172499000,25.800041000,26.334764000,27.007811000,24.316248000,24.495663000,24.141605000,28.150223000,28.467712000,26.569462000,25.674606000,27.160660000,25.527472000,26.661629000,26.123421000,26.035374000,26.759899000,28.317261000,25.112120000,26.385195000,24.993977000,25.436344000,25.703909000,24.639805000,27.338945000,27.078238000,24.035706000,26.178595000,26.996401000,27.284500000,27.433287000,26.131979000,27.024025000,25.909445000,25.870701000,26.476973000,25.882961000,26.350702000,25.871990000,25.611572000,26.337965000,24.798355000,26.575516000,27.634907000,26.668821000,26.702868000,27.601145000,28.065363000
21.742813000,22.724550000,23.007668000,24.603020000,25.373919000,26.029312000,26.684669000,23.711315000,24.079119000,23.567104000,27.803709000,28.317680000,26.236715000,25.136944000,26.742519000,24.934528000,26.279274000,25.919209000,25.540810000,26.541563000,28.247335000,24.594610000,26.025002000,24.387197000,24.985153000,25.051468000,24.167480000,26.534649000,26.806789000,23.702717000,25.464787000,26.492186000,26.557165000,26.872202000,25.752520000,26.453337000,25.260866000,25.550707000,26.132391000,25.498539000,25.785801000,25.240578000,25.051159000,25.415262000,24.285666000,26.010168000,27.175907000,26.405203000,26.208904000,27.298527000,27.966433000
20.948174000,21.877043000,22.253792000,23.944267000,24.941065000,25.651489000,26.292772000,23.147505000,23.668818000,22.879740000,27.580555000,28.281750000,25.962652000,24.610945000,26.296589000,24.437433000,25.800888000,25.551188000,25.019495000,26.250822000,28.058920000,23.988529000,25.695168000,23.738668000,24.357025000,24.438744000,23.619867000,25.750393000,26.446598000,23.301729000,24.750626000,25.989820000,25.859074000,26.077154000,25.295141000,25.823999000,24.490274000,25.063505000,25.694712000,25.055054000,25.239750000,24.632854000,24.538277000,24.548176000,23.788076000,25.363432000,26.698290000,25.982658000,25.683016000,27.059887000,27.831799000
20.356321000,20.993597000,21.520283000,23.157627000,24.398195000,25.086445000,25.720980000,22.541798000,23.203676000,22.109438000,27.316322000,28.153719000,25.604033000,23.934826000,25.743282000,23.911797000,25.186104000,24.978104000,24.434263000,25.809198000,27.635567000,23.219091000,25.300869000,23.026701000,23.558247000,23.840151000,22.952719000,24.981680000,25.916315000,22.710829000,24.042040000,25.423368000,25.165852000,25.162338000,24.729189000,25.071407000,23.620693000,24.403421000,25.119766000,24.468964000,24.569471000,23.985731000,23.978611000,23.741890000,23.226046000,24.621826000,26.132601000,25.310555000,25.049295000,26.722738000,27.483435000
19.862419000,20.168453000,20.861275000,22.334558000,23.745710000,24.400188000,24.989540000,21.863974000,22.660389000,21.298458000,26.894573000,27.794165000,25.098602000,22.994684000,25.026608000,23.309078000,24.506489000,24.246790000,23.750751000,25.223661000,26.984655000,22.273891000,24.769512000,22.299450000,22.679440000,23.196165000,22.164776000,24.241493000,25.239622000,21.869068000,23.324087000,24.781528000,24.481857000,24.314808000,24.069735000,24.263275000,22.859257000,23.615921000,24.441994000,23.735399000,23.757320000,23.312443000,23.377125000,23.074488000,22.551563000,23.830954000,25.465708000,24.444082000,24.312447000,26.194490000,26.862509000
19.345512000,19.397532000,20.186491000,21.560524000,23.006086000,23.686951000,24.150536000,21.098270000,21.986950000,20.446680000,26.283991000,27.171341000,24.452642000,21.807217000,24.135351000,22.640747000,23.829472000,23.406055000,22.943426000,24.504343000,26.144711000,21.194763000,24.061270000,21.563288000,21.794512000,22.445120000,21.277704000,23.503084000,24.468822000,20.810375000,22.557699000,24.077089000,23.785263000,23.630047000,23.328632000,23.471689000,22.293491000,22.732664000,23.706102000,22.894918000,22.906265000,22.626181000,22.720119000,22.527187000,21.751171000,23.029383000,24.697142000,23.488947000,23.531933000,25.477810000,26.042053000
18.725965000,18.631968000,19.418375000,20.804020000,22.172211000,22.939526000,23.219051000,20.226614000,21.142469000,19.554695000,25.511276000,26.308798000,23.684875000,20.499474000,23.108366000,21.896137000,23.111876000,22.475449000,22.023413000,23.647923000,25.157076000,20.049276000,23.174236000,20.771517000,20.916574000,21.571131000,20.315866000,22.699839000,23.612858000,19.654362000,21.707912000,23.288301000,23.009644000,23.067169000,22.505692000,22.671381000,21.766703000,21.764429000,22.914127000,21.974663000,22.072355000,21.885855000,21.928219000,21.947451000,20.828094000,22.213408000,23.819763000,22.505558000,22.740170000,24.610632000,25.100267000
