0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.785071,0.65574,1.001971,2.761305,2.008278,0.888123,-0.578093,0.446597,0.25773,0.4352,4.338861,1.130907,1.181677,0.347794,1.16757,2.519984,5.021321,0.474145,1.97508,1.007261,-1.029654,1.232975,0.856921,1.173135,0.686708,5.943779,1.166973,1.990979,0.668528,1.302177,2.458462,2.015705,2.125498,-0.904427,-0.007108,-0.312899
0.219559,0.870936,1.574151,3.511833,2.526558,2.108488,0.159049,1.754197,1.51402,0.946126,5.582338,1.635203,1.94505,1.41603,1.966574,3.115998,5.696929,0.962273,2.639839,1.998383,0.027361,2.047561,2.197881,2.051175,1.107976,7.383331,2.183301,2.535493,1.459999,2.307858,3.047024,2.572148,2.524449,0.284019,0.680667,0.885036
1.400969,1.3414,2.85689,4.641024,3.262903,3.530874,1.191805,3.426952,3.118994,1.552251,7.004435,2.544714,2.659815,2.840335,2.967977,4.06663,6.695628,1.774904,3.562622,3.275954,1.288903,2.884095,3.878102,3.330007,1.845901,8.935801,3.377072,3.223923,2.313964,3.831491,4.086264,3.387051,2.893524,1.599496,1.270735,2.27421
2.763202,2.19642,4.711387,6.126048,4.397776,5.290151,2.608273,5.418968,4.964417,2.501639,8.369293,3.924882,3.707796,4.646093,4.200784,5.414882,7.887082,3.096239,4.950945,4.898395,2.811146,3.967474,5.756635,4.918984,2.977776,10.361788,4.736696,4.259807,3.370756,5.788784,5.595334,4.643083,3.717721,3.215008,1.950575,3.91271
4.360078,3.524647,6.784017,7.783015,5.894507,7.313502,4.32524,7.553954,6.824073,3.88071,9.522292,5.610177,5.187666,6.693989,5.689552,7.02519,9.114679,4.73914,6.627952,6.744395,4.528729,5.454367,7.551741,6.615514,4.309237,11.590694,6.265933,5.628702,4.84268,7.985154,7.430377,6.195344,5.060703,5.210944,3.108317,5.813884
6.157527,5.201029,8.740592,9.360908,7.495492,9.382429,6.059601,9.578766,8.533611,5.495181,10.419633,7.36466,6.877778,8.686249,7.33685,8.668678,10.20752,6.332592,8.241059,8.554704,6.270459,7.183531,9.016911,8.198365,5.612148,12.650178,7.910821,7.140869,6.700064,10.132379,9.290163,7.690618,6.639121,7.385967,4.778587,7.818265
7.944495,6.971077,10.398045,10.625062,8.859815,11.216382,7.493218,11.282132,9.948969,7.133585,11.068086,8.946609,8.508561,10.347425,8.922656,10.167428,11.026983,7.657889,9.540811,10.11164,7.878639,8.829986,10.07291,9.524517,6.759708,13.552149,9.44586,8.57721,8.623821,11.968396,10.873879,8.77654,8.045426,9.363267,6.601822,9.64804
9.444301,8.569205,11.664064,11.481669,9.829445,12.60603,8.442174,12.559412,10.938469,8.625701,11.4639,10.205824,9.845944,11.575788,10.227889,11.420274,11.525229,8.676929,10.444727,11.339692,9.24643,10.112687,10.759415,10.52526,7.686174,14.251861,10.584285,9.745169,10.24754,13.355141,12.021611,9.390962,9.022585,10.860895,8.169217,11.06398
10.490867,9.839511,12.502609,11.991349,10.449001,13.577077,8.901304,13.393361,11.493622,9.877032,11.600605,11.102446,10.788435,12.441637,11.144348,12.376347,11.747773,9.377922,11.003788,12.240915,10.285686,10.965668,11.131327,11.18573,8.39333,14.671571,11.265073,10.565037,11.38165,14.273881,12.725583,9.682208,9.578048,11.836111,9.288011,11.977413
11.091369,10.74129,12.968221,12.277168,10.818496,14.258147,8.977666,13.811861,11.771535,10.812932,11.519705,11.655936,11.380582,13.060086,11.668515,13.005967,11.772399,9.761337,11.314843,12.797601,10.940206,11.500929,11.245105,11.532664,8.886956,14.737636,11.620901,11.056275,12.044578,14.769237,13.063544,9.80689,9.8334,12.402606,9.973003,12.464454
11.346938,11.270686,13.207413,12.449518,11.006724,14.715631,8.823052,13.886731,11.916381,11.364467,11.30858,11.915442,11.69558,13.466968,11.836112,13.305106,11.65876,9.881742,11.464395,13.002184,11.225409,11.848359,11.192647,11.616523,9.128242,14.47145,11.799901,11.264304,12.380303,14.91408,13.143694,9.814795,9.890609,12.69276,10.322828,12.695574
11.374396,11.455076,13.339634,12.561352,11.024893,14.961809,8.602574,13.733325,11.962383,11.544007,11.04339,11.955873,11.773131,13.6271,11.702101,13.345711,11.446475,9.825856,11.498675,12.923942,11.22318,12.077126,11.076746,11.474639,9.104937,14.066161,11.888545,11.252212,12.522754,14.802319,13.060892,9.693583,9.810637,12.788106,10.433891,12.810809
11.278954,11.357208,13.413589,12.588738,10.872131,15.016144,8.430674,13.45765,11.872958,11.441141,10.748742,11.844191,11.666463,13.54888,11.360067,13.22123,11.168038,9.639678,11.412494,12.683454,11.022846,12.194868,10.940103,11.115089,8.854331,13.749597,11.908019,11.088073,12.537554,14.534486,12.862122,9.418545,9.602886,12.748478,10.35324,12.844357
11.153612,11.078956,13.406816,12.445136,10.573192,14.906936,8.30064,13.10935,11.579214,11.127621,10.411188,11.595754,11.426769,13.322145,10.90897,12.957876,10.849191,9.292029,11.168253,12.36965,10.670835,12.160208,10.745137,10.548359,8.417719,13.575202,11.810054,10.78763,12.49228,14.173268,12.54757,8.987825,9.235509,12.628567,10.07908,12.74869
11.063419,10.719958,13.267216,12.113428,10.153491,14.64943,8.104759,12.692835,11.084936,10.648739,10.018549,11.199529,11.063368,13.027112,10.402019,12.574082,10.497038,8.730818,10.743773,11.992779,10.182346,11.94565,10.435497,9.827442,7.837566,13.410925,11.527639,10.34891,12.451412,13.728356,12.110293,8.43942,8.723333,12.43288,9.609818,12.474412
11.003839,10.340283,12.994818,11.669648,9.609888,14.266646,7.745368,12.205231,10.455408,10.034868,9.579026,10.65979,10.562757,12.655588,9.848676,12.094098,10.093055,7.963911,10.171707,11.511547,9.584385,11.566263,10.007065,9.034223,7.166214,13.11749,11.052184,9.787213,12.370564,13.198318,11.56187,7.809429,8.104794,12.091857,8.997198,12.025044
10.89381,9.957733,12.639472,11.169904,8.971404,13.816464,7.217761,11.647067,9.736056,9.297729,9.111606,9.989247,9.921007,12.152486,9.240891,11.530338,9.607768,7.064907,9.511058,10.891419,8.923436,11.040223,9.502043,8.24789,6.450278,12.646564,10.430112,9.111947,12.128268,12.607524,10.926138,7.137336,7.404262,11.530948,8.318273,11.442087
10.656556,9.552624,12.251613,10.621848,8.3077,13.319183,6.596172,11.02491,8.94554,8.448483,8.628013,9.19817,9.159075,11.513339,8.568948,10.885318,9.039377,6.123411,8.793856,10.138293,8.240966,10.385381,8.955246,7.495571,5.713776,12.016031,9.709501,8.339753,11.689474,11.980524,10.216103,6.482669,6.641198,10.771511,7.584501,10.762827
10.30814,9.086973,11.851154,10.02041,7.669783,12.730892,5.955659,10.349373,8.10133,7.54631,8.125896,8.336324,8.320948,10.797595,7.833632,10.156429,8.437072,5.205322,8.034247,9.279572,7.553068,9.632884,8.361547,6.749234,4.953631,11.266285,8.928498,7.521826,11.127782,11.30727,9.427334,5.858211,5.818256,9.916945,6.754033,10.006264
9.919797,8.550971,11.405563,9.353006,7.070194,12.024715,5.317434,9.625948,7.22662,6.673086,7.594995,7.454669,7.466771,10.060414,7.047845,9.35019,7.861634,4.316588,7.250536,8.341986,6.841229,8.810135,7.696419,5.957132,4.156133,10.440905,8.147152,6.715331,10.506463,10.55664,8.55081,5.183374,4.989446,9.043811,5.831857,9.188244
9.529279,7.978317,10.864801,8.626066,6.474938,11.240576,4.670389,8.85955,6.332607,5.841659,7.01789,6.563237,6.644472,9.313703,6.236187,8.509515,7.334412,3.432225,6.474821,7.346784,6.061752,7.928505,6.957241,5.097572,3.323817,9.579406,7.382676,5.930692,9.837278,9.721367,7.601613,4.424118,4.238387,8.152932,4.890912,8.327315
9.143879,7.397416,10.205402,7.9327,5.847241,10.440578,4.015118,8.066356,5.438363,5.017773,6.365,5.659491,5.84902,8.541069,5.430146,7.670563,6.831119,2.555509,5.72714,6.324193,5.219467,7.015161,6.178283,4.22578,2.510065,8.706101,6.561629,5.157547,9.13593,8.833076,6.629591,3.669138,3.580266,7.225516,4.019569,7.444755
8.752401,6.797979,9.447374,7.346134,5.198364,9.651127,3.373678,7.267293,4.57596,4.191142,5.604459,4.772771,5.059541,7.722863,4.651152,6.86122,6.291055,1.720191,5.003109,5.314332,4.382717,6.129442,5.401957,3.428046,1.767766,7.815263,5.64989,4.387969,8.425855,7.934245,5.696712,2.979149,2.979545,6.261719,3.243534,6.563249
8.325779,6.18291,8.628317,6.815232,4.553576,8.8757,2.773218,6.464502,3.782763,3.37216,4.734801,3.946562,4.266511,6.853179,3.906924,6.112945,5.641369,0.972486,4.28691,4.354941,3.603283,5.334504,4.652637,2.73575,1.113518,6.882562,4.74022,3.594776,7.702032,7.048653,4.841668,2.35761,2.378165,5.286626,2.555071,5.706009
7.833182,5.602988,7.792214,6.213108,3.936988,8.09423,2.230628,5.640685,3.063374,2.610086,3.795754,3.207636,3.456202,5.942161,3.204276,5.403867,4.843069,0.345198,3.566523,3.469445,2.896988,4.633492,3.933307,2.129191,0.553583,5.896501,3.879639,2.766697,6.93761,6.174097,4.06188,1.784022,1.737126,4.331397,1.95107,4.892596
7.262039,5.104942,6.94739,5.450031,3.380296,7.266755,1.740572,4.79254,2.405713,1.934251,2.847826,2.573105,2.643942,5.010063,2.512345,4.706326,3.920685,-0.178711,2.855665,2.664166,2.239624,3.997068,3.23831,1.590325,0.09034,4.881745,3.049721,1.949939,6.11689,5.297727,3.327925,1.226994,1.104168,3.412062,1.43329,4.128124
6.626224,4.645709,6.06629,4.534907,2.882188,6.406383,1.28567,3.949093,1.827333,1.318437,1.936222,2.045511,1.899147,4.088474,1.784103,4.013319,2.946895,-0.62142,2.197388,1.942909,1.586242,3.413576,2.568757,1.093712,-0.278263,3.889079,2.232,1.197599,5.252953,4.414078,2.609999,0.676812,0.573553,2.519271,0.990997,3.418693
5.947138,4.123627,5.180603,3.56371,2.407578,5.570456,0.862257,3.156806,1.316406,0.737901,1.076455,1.616961,1.28993,3.210085,1.02149,3.282068,2.005263,-0.968466,1.646768,1.317395,0.922853,2.851644,1.935356,0.629282,-0.570404,2.960519,1.435867,0.549649,4.377079,3.530952,1.898751,0.180548,0.22962,1.658403,0.595573,2.782479
5.221668,3.507203,4.333772,2.701169,1.948177,4.788023,0.491641,2.449758,0.846902,0.178365,0.266616,1.294592,0.817074,2.395526,0.27697,2.49683,1.159581,-1.180799,1.224502,0.811134,0.281328,2.304625,1.347533,0.219434,-0.815497,2.103449,0.713088,0.039846,3.531315,2.66904,1.209869,-0.220926,0.087827,0.886544,0.242264,2.219412
4.438191,2.845871,3.502498,2.04657,1.526472,4.0843,0.184228,1.825866,0.419282,-0.360625,-0.491218,1.087834,0.418867,1.634357,-0.406873,1.737916,0.438672,-1.261554,0.885662,0.43063,-0.287746,1.791324,0.799236,-0.124449,-1.041449,1.299025,0.092365,-0.387679,2.761176,1.84927,0.579773,-0.566062,0.036744,0.257629,-0.032905,1.674521
3.620484,2.211828,2.667404,1.558104,1.14037,3.434151,-0.08936,1.250724,0.004229,-0.869318,-1.18808,0.962301,0.040952,0.880034,-1.035072,1.039693,-0.164363,-1.272329,0.55999,0.129958,-0.734027,1.295224,0.271651,-0.43785,-1.251816,0.537474,-0.434326,-0.828935,2.083616,1.077405,0.04405,-0.930441,-0.042317,-0.250063,-0.231177,1.113154
2.793762,1.669027,1.879712,1.162732,0.743599,2.782399,-0.373338,0.691656,-0.430563,-1.354561,-1.825451,0.845153,-0.335357,0.08404,-1.629545,0.404217,-0.68314,-1.271051,0.207351,-0.175032,-1.076751,0.793597,-0.251838,-0.77962,-1.426084,-0.160799,-0.927646,-1.317978,1.462588,0.345732,-0.405728,-1.308229,-0.194341,-0.732486,-0.382331,0.510557
1.963803,1.202664,1.166992,0.812567,0.309548,2.106598,-0.69785,0.129134,-0.867072,-1.830564,-2.411734,0.676073,-0.729733,-0.747285,-2.205892,-0.229752,-1.159724,-1.291294,-0.179404,-0.556313,-1.402257,0.270551,-0.784859,-1.163887,-1.566823,-0.76561,-1.430013,-1.826789,0.829537,-0.351416,-0.822992,-1.652761,-0.425682,-1.270455,-0.491486,-0.142308
1.16472,0.719961,0.509278,0.452914,-0.1839,1.40176,-1.07164,-0.470411,-1.268402,-2.292848,-2.942459,0.419285,-1.153414,-1.563228,-2.786537,-0.91777,-1.623024,-1.353351,-0.603851,-1.037203,-1.782153,-0.258693,-1.335582,-1.564623,-1.703976,-1.275731,-1.914461,-2.331061,0.138695,-1.022724,-1.264889,-1.96833,-0.692648,-1.855624,-0.553609,-0.849656
0.421078,0.184453,-0.144673,0.035641,-0.770614,0.677388,-1.466972,-1.139922,-1.676879,-2.728251,-3.401377,0.051096,-1.601091,-2.316417,-3.410903,-1.618943,-2.077976,-1.475299,-1.069757,-1.595323,-2.263012,-0.791619,-1.898833,-2.007583,-1.872639,-1.727504,-2.366997,-2.831787,-0.616686,-1.697299,-1.766037,-2.297918,-0.996058,-2.421896,-0.638415,-1.586487
-0.31809,-0.38277,-0.819106,-0.443847,-1.435738,-0.047924,-1.820996,-1.864001,-2.170313,-3.13737,-3.784819,-0.436002,-2.068753,-2.991617,-4.076055,-2.286469,-2.516001,-1.671151,-1.570352,-2.198838,-2.84618,-1.365574,-2.460867,-2.545306,-2.094855,-2.169199,-2.816854,-3.321724,-1.412796,-2.403832,-2.328908,-2.670041,-1.358769,-2.945365,-0.850883,-2.293426
